organization_id,cart_id,cart_line_id,product_id,qty,created,created_by,updated,updated_by,active
669702b7-ffe0-4bd1-a30a-7a3c6618ad86,26beaa0a-3068-43ef-b7f4-750c3ebdc441,754988b4-d8b6-4c92-b199-e4813144c1f6,12f4f8ca-0a26-47fc-9cce-44ac46179c91,96.01,1/13/2016,623d4971-6ca3-4c2b-990b-cbc88e209a6f,,,false
2c6f181f-fca0-4bda-9624-78d772f84e63,f55cd8bc-a85b-415b-b099-0ad8684e782d,8f56f099-c104-4173-9df1-d6aaaa5fe74e,a6ba1059-47b0-4574-ae98-d5f0cb5280df,15.03,5/19/2016,e018da7a-5343-4bcd-8e4e-cfd46d9424bf,,,true
40d0c337-6778-4246-86c3-0d19faf7e261,89d51c05-5fcd-4a26-bbf9-673121dd2774,8c14e9c9-c553-4445-ab0d-b36b518dc549,43f735a1-820f-45d7-8e52-b3c6c6add75d,36.95,12/31/2015,d7ed7c2c-264e-4cec-ba2e-cf430e7bafdf,,,false
3eeabd28-123d-4fab-a31e-fe1612edc60d,407ec2c0-89bc-4ec5-bd40-48663a59e391,51f63a35-ca15-4fe4-be5e-4ad753cea471,77fe96e0-7a6b-47a3-8f8f-7d7927c9d1be,55.32,12/28/2015,2c69907a-8279-46c3-9355-e2bf2bfede30,,,true
ae742547-6bdc-47d0-bf16-4b4b69873805,11eefa17-cb72-4225-8757-309889c1dca0,cca46659-65fb-4c8b-bb22-d9a5d8b9b0a8,5f71669f-5873-4f1e-8510-d00f34b5d7f3,64.35,3/18/2016,fd27c661-bb14-45f0-b386-b99763cb55ca,,,false
3943e30e-9b7c-4904-8430-0af8412e24f3,cba818dd-d65d-4240-a54e-be49dcb4815d,62be2c7a-a9d3-4318-b7a4-b7fc58f752f8,f99a5b65-8e93-4840-94bd-55179c559c91,34.6,3/4/2016,b5ab7819-0ad8-4324-9f3a-37a69d7c2eb1,,,true
61b8d9e4-6d87-4caf-b744-1190463f4d7d,7aa21366-4d06-4aed-8111-36823d3e672b,8252d021-fc1a-418e-9494-63f2d6ec41c2,b8f7fc9a-04d7-4353-b564-f046beaa702b,61.56,3/3/2016,f296d03e-9f9f-43b6-bca0-7a426cf69bb6,,,false
ad80974b-f9f8-4342-87f3-7dbda0ea5171,ac43519a-6298-4102-97c6-dcbeee955aa9,768b8dfb-b617-4f32-b983-ea70884cce2a,21848693-169a-459c-b156-dbcd213bc466,83.85,8/24/2015,f3232a18-0c57-4560-89a0-48b82cd767a6,9/30/2015,ec9c2878-f61c-4a26-b487-f041f31c87f1,true
3ecdea8f-d90e-4a88-82ee-fd2cd143f3ef,091ea922-80e6-4d03-8fa1-ca825e749ef4,6dc4d012-2396-4b10-8cec-c8d4212f50bd,94fa784c-a19a-429e-b11f-d0742b1fa61b,51.5,2/8/2016,f4fa251a-3968-4088-a738-6a50e1fc38ef,4/8/2016,d58164f8-e1f0-429a-bef9-5b4944bbf619,false
7e26ee15-20e5-454b-b2b2-b8f25e437b63,7971256c-e81a-4039-8aa2-5e3e080a2c4a,c22b54d4-a835-47c0-bac7-1232468d80c7,6e2d9dc7-6b73-4d4a-ab1b-f0abb89f509f,31.06,4/11/2016,08082342-9d25-4953-a57b-288911ed0645,,,false
b09d0534-0ce1-4a2f-ab1b-d82eb023b54e,23401e0c-19fc-41b2-ae97-078a28399bb4,171b6fcd-8706-4bfd-a41a-8e920563a36f,e07e7b81-caa2-4226-8879-2d8f413b955d,99.63,3/27/2016,2cd5af39-8875-4db8-85dd-87146afca39f,,,false
770b2827-f3cb-4f09-80be-6d4657261f49,5012ea97-3d09-47df-87eb-0001e5d54c42,40ddde3e-7451-40a7-9f7b-03ef8ebd6e07,5e7fd604-f74c-424a-b036-445cc423fa5c,14.83,7/20/2015,ca39a20a-0a2d-4c0f-9544-4c8548c50c16,,,false
1ed14dcf-5ea0-4e1f-83fc-ee36d286eaed,5d76c182-9b0c-40f3-a469-4a7392f844ff,b91cb4ff-120a-4f59-a58a-a8d9d19d3f0c,288fc538-ddd1-40ac-a0e7-e6d744cb2d16,6.4,11/3/2015,b8c9a69f-96b5-4b8e-baa0-8c49918573a9,,,true
e545509f-7cc0-402c-9171-24999f330ca3,dd247d86-5352-495d-8906-c227cca2df6f,a162ea70-39fa-405f-95c5-1cdc03578e64,f8b07283-b245-4a4f-b485-20380bef1667,51.96,8/16/2015,db04515c-092a-4382-aaff-df9ea9cfedef,,,false
ce8b17f9-d6d3-476e-bc73-6eebb070aee6,857f46fe-9162-4dc7-a856-70edaa3d76a1,942d7c80-da40-4af9-aa2f-ad2cf2c9aea9,c0625104-76f9-4e17-8237-3afc5494c255,14.89,5/22/2016,acb9d5c6-1049-48b7-81c3-e699a89f8813,,,false
af2fc7c2-1c13-4b76-aa59-8afbf95c9896,8864fbd5-0bc4-46f0-b907-a9388dd05ae7,10a93efa-1b68-42df-a2a5-a354708fe8d1,07624644-d977-455c-984c-142bdb353468,53.73,10/18/2015,542c8347-fe3a-4b30-9697-cbe3514ef9a0,,,false
09cab432-135b-4780-a039-f8817946c0a1,5d8fa382-8f65-4c94-be57-ca8ade27d0bd,3e1e60fe-2c04-4f88-8750-4e5f5b7cc725,c92a376e-312c-4da8-aab9-989c6b8e191e,66.45,1/29/2016,2c69907a-8279-46c3-9355-e2bf2bfede30,,,false
0e20fb9b-bbe2-4ffa-8979-8fcb3e2e1a45,b4a97ad8-3570-4a31-9747-24efcc58f81d,01a0ea30-5133-48eb-8315-40e77d97f2ea,567e9cef-f3b1-40f2-89fb-a2433597d1e7,79.16,7/30/2015,8bea0aff-3108-4971-a82a-6e186f7e4a0a,,,true
878afb09-8565-479e-aeee-e64284c72724,b55aea6f-52a3-49fa-b808-37b5c3e447e9,35280d7a-b43d-4971-a6e6-9fa5f12948c3,4ebe7138-766f-4ebc-bff0-5bd3ef3ace4a,78.98,11/10/2015,1e405853-ed87-4e48-9724-7f1a023469e9,,,false
f6c7dc35-b768-47e8-97a8-336f18d7afc7,55aed631-5369-4ea7-9161-aa3d2faa56aa,9f602e05-eb6a-4b07-9ad0-387d05c2ec82,be6a7fba-693f-4fdd-9f8d-98abc3581c07,31.64,1/24/2016,9bb8af73-0914-439b-a70a-80a277967c76,2/29/2016,d6d997b7-6155-4d0e-8e58-9a1952eb32f1,false
15563373-5ded-4846-af1a-fb67c499ad38,cee52621-1de3-490d-b0e5-0d9ae749fa77,5e7d382f-ae65-4338-a9f1-d38efca6f542,9f97e60b-9a52-4aa4-add6-afeffab3d9a8,82.93,8/30/2015,12385524-f233-49ed-8699-99ab4cc7986a,,,false
676f5ef0-ed14-41e0-8e2b-c6ede01981cc,44a39181-f922-4e90-80d1-167dbba5d3fc,9a12d772-0c04-457b-a1cf-4694625ed1ef,48d45ad4-848f-428c-9a62-016626c72740,83.66,9/24/2015,6ffe4cbd-eccd-466f-9dea-e129d99e124b,,,true
71bd86c7-6614-462b-863f-8539a44f455b,6b6ec7e9-177d-4eb0-8dae-f98c569ce2c7,15e3e714-f71a-4aa1-84de-036d946cb00b,3df64726-2b09-482c-9284-131ddd50c06a,28.79,10/2/2015,3d039072-dc3b-426f-8aa2-af10588f30d4,,,false
5c09a17a-8dde-4bd7-be9c-d29350302069,35a6eaa8-cc92-422e-b6ca-e2f0c1d44dd0,2aa819e2-f713-456c-9d50-8b3e4254ed2d,0765cf1e-7218-4f39-a1ea-29d0451b941a,70.26,12/6/2015,a2d3c3ab-e3ef-4431-8289-ea9278d63fcb,,,false
441b4dda-5e6a-4649-9fe0-16c58695c04d,90650a05-42b3-4e75-b172-042bc5776520,f91f37af-c77f-4ce8-9655-45eaea0484fe,375c08e8-ad4c-4254-a83b-7e5845f668ad,47.52,12/24/2015,61389b61-f28c-48b9-b557-ba1d70b203d3,,,true
e41b6163-7164-4c92-9fa3-bcca5944cce8,122a8191-a5bf-4a8a-a6ec-3b0605dff476,f7a1bfbf-3f81-433e-b5e6-9718b36dfe06,f5545c00-3f76-48c6-a8d4-9f5f914c4c2e,35.78,7/14/2015,f9cc8058-00b1-4650-a051-497453a704e9,,,true
bf526fbe-7e54-483d-bd9c-25fc62b2e19c,5ad27f1c-fa3a-43e3-bdd2-273f107b2e55,31357a40-781e-4bc3-8612-1cfdc9ffe676,2c55e94f-f638-45f1-89f1-48808c83acef,45.16,5/24/2016,093ad344-9b6e-4439-92e9-01c982da9bdf,,,true
a0d8e0b2-3a30-4157-826f-af16ce6c5088,d85941d0-8021-4bab-a8c6-d7a086f6b13b,3e4f6831-f752-4fed-8682-dc8e36383f1f,16162f74-bd6e-4ea4-84ea-11cf020554d1,1.77,9/7/2015,1bd3ac69-2382-41d2-be95-ee32ed8e9d68,,,false
a888ed9a-4c7e-4339-adde-3ef92527dcfb,f9361238-daa5-4f5a-8ba7-e35321917f0c,3b817544-f4cf-45ad-8ffe-8124aa50e3b3,156a2a33-35ec-4383-9ff1-6eb36e5b6dc3,48.57,2/28/2016,3e7db54f-65e4-4b4f-bbc0-207ba0185d0e,,,true
64e4e35a-481f-4611-93c2-de775220c1bc,a17c3d0e-11e7-4421-849c-093302000e58,e6901e7e-5f69-430b-9a9f-5744e0e36215,13ee70a0-38a5-4245-8eff-900d19961263,20.54,11/17/2015,9112344a-8044-4736-9452-62f30c5e9c09,,,false
06196ddb-1ec8-43ab-a263-f5d9e163f8cc,091ea922-80e6-4d03-8fa1-ca825e749ef4,a1bb448e-b639-4cce-a8c7-357f74b47390,839aa9f6-2561-47a6-9d36-1261fb258915,60.25,9/2/2015,85a96b77-5569-4b7a-a32e-a20161c274ed,,,false
a4f607c9-5d1b-4632-8922-2df6ceeca09d,73f129f0-9fe5-41cd-830b-a7645df02e99,fd61d0b9-4ba0-4cf3-b59d-25d8a3adfcfa,a78e3116-cbc9-4969-bacd-c828b9249765,26.55,1/13/2016,766783c4-f779-45f6-aeb2-e2b5285ea92e,,,true
b2441215-a33d-46de-b263-74e79783debf,72ab92d2-9652-413d-b4c8-738cb20ccf44,e59a5664-a5f2-4556-b854-5ab90cb54583,1d4af67a-bb1c-44fd-946b-44a8a572a025,96.99,9/15/2015,07628eef-c310-408f-b6a0-39839b177017,,,false
59cea1de-5b75-43ca-bbe8-d7baaafc7d5a,ed2fc71c-54ed-48fb-a1a7-a7941e8ba85c,d0bda40f-5dd1-457e-93fa-bdaa860a1723,bf7f7cae-6eb0-4f7d-b04b-6b4c32b0f1ab,46.61,9/10/2015,8759af77-1c95-4ff1-ad21-7e84af0f5fc0,,,false
3595686d-356b-4afa-87ab-9c955b72eb72,223fee11-9f3f-47d5-8827-917eba06c17b,d52d971d-eab9-4330-a4e3-e3bed3b1ec39,e6d260bf-1f03-48f6-b649-815e02cdcd7c,58.58,3/10/2016,f03ef7af-aaff-44ec-a7b3-573a4f99321a,,,true
c91ea57d-f0f1-415a-89e4-00acebc6cd1f,c91eb2a9-4df9-4a9c-82b7-5c700145eb66,12daac45-b4c9-498b-83dd-be76e31f0fd1,44e03951-abad-45c4-958b-16dcedcdb20f,98.59,6/15/2016,2206c77d-25e4-4fde-b0ae-1aac0deed88a,,,false
bd16f52a-8c99-4faf-995d-7f6b0e7951c3,10f7be57-0c61-488d-9dfe-163d4df03f6e,a9cb0469-3b57-43dc-b70a-ad5d10e9cae5,b5320eda-b29d-4d75-9b49-678d8f1ce801,77.93,12/5/2015,e2b5589e-a570-4ca6-b82a-c77e6d8e09c4,,,true
2f6680ab-65fb-4372-8a43-7dace5356bd5,6d732a12-d427-411d-a91a-6d7b4f042441,31a48a4e-8d5c-4e57-9ee3-f810ea4bfaaf,13ad4b16-1f54-4bac-9942-ec4a4d49bf06,96.84,6/9/2016,ecf427ed-4ebc-4139-85b7-97d52e831fbd,,,false
df40cf8d-6d05-468f-ab60-3701272f2153,dcfe5b12-bb95-4ea9-81cf-3585ba1f12c9,52bf9176-bb61-4d29-99ad-fcafefd7ce9f,5831628f-f273-4b51-9505-04497fa73a90,91.52,8/25/2015,20046e7e-520e-48e3-99df-c09865cad71e,,,true
71db0497-22ef-4324-9426-0792f16cbf9f,a6228f0e-4fe8-4f12-acca-da5fca325a0f,f707c6d8-7e6d-45e4-a60b-6ebebed51c4e,fb64e8fe-438f-4350-b6fe-e9d1e494952f,11.66,1/11/2016,4665feb3-a1f9-422c-86c8-b85ed4929156,,,true
7963708e-d526-4f14-b67d-45880922f980,5e0e61a9-b0c2-4e20-9248-48eaafef75c6,c93fe8bf-e0a9-4af6-b8cc-690cf52543c6,90247917-1560-489a-a1f3-8620d2378275,82.0,1/29/2016,740a213c-16bd-4f18-a974-8ae56aacbc26,,,true
b2abc84e-0cca-4e09-b3a8-f5ab4ed3fecb,f3f30772-a174-43e3-9cb9-76e8017957db,c33f1562-1750-482f-8830-87e40e2f7b15,25fc5601-468a-4f30-b355-8162c139826c,25.53,6/8/2016,1fd2805f-df09-4bfe-9cd1-b25ec5f8220b,,,false
037ecd31-f343-49fb-ae4b-6f7beb5d6424,7dffc252-45f1-4b1a-9751-1d1d76c914db,9fd2625e-5b24-4295-8819-b391e5b096bb,fb98a09e-6727-4aa2-ae5b-8ccd2204deb6,49.88,10/18/2015,cc6d7b16-39b1-4f17-91a9-4bc7dc281777,,,false
3aa33ad7-286e-4f4f-a2e0-5e583c7b9d34,ae0436d9-3e1a-4e42-887e-1a0e23ed2d01,8b9dd2f3-c6d9-4a0b-bc70-d32f73cec1c5,ee2fbb76-888b-4938-b021-0e8a9f00a1fd,1.25,10/5/2015,7a7d804c-fa9f-4684-9dc5-52fee2e1aecc,,,false
71bd86c7-6614-462b-863f-8539a44f455b,6d3810ba-7634-43bd-84d9-80c2e8710d98,9294c5fc-8b0b-4d23-b68f-d6236066782d,ac4fc0cb-df1c-4222-869d-1b229a9961a0,27.78,7/9/2015,9c865d4a-df78-4185-86a4-ce4fefb07eb9,,,false
8852aa04-d029-4066-aafc-0230f9781108,5dc31d09-c190-47e1-8154-c504aff62a0c,a1bedb3a-aab0-4656-84fa-49f1afb8a48b,34c9c576-3528-43e7-a0c8-5600615fba78,24.94,6/17/2016,fa4961e4-5ea4-426c-89a5-83615f920c9d,,,true
f9579625-94c0-473c-b3d2-8a4b1bdff74a,8572a55e-96ba-4d14-9ee8-77431580f7d9,5f641ff4-fe53-440b-a331-c672434a6282,4c9a0109-8faa-4608-8453-efefb59efa3e,16.57,7/3/2015,d76ac017-d789-4af4-9f16-5b3759d8401d,,,false
0cf59b55-6729-4b76-9515-812be87d12f9,b01fd57f-d4bb-4ca5-8706-2a6799f15eab,8062e121-449a-4b7e-bc71-c998b405bf06,07b81b22-b5ba-4a20-aea1-ae6eb4e12c85,29.48,7/28/2015,0bc94476-d6c1-42c6-a833-333bf6e98ca6,3/8/2016,3808b969-61f1-4af6-b9af-cf3f9928603b,true
918fff46-b33e-428d-b3db-d2c44f80ec4d,b7c6f2d0-2ba0-4bca-88e4-847b90a9e3d2,139de89b-fa67-4abe-879d-41b574419ec1,84c157b8-462c-4c09-b6d2-66654837fb74,20.08,1/21/2016,0490951c-37b4-4b2e-9531-7f8e65e5e8a0,,,true
dc021493-6fa2-4e2e-bede-018ec0205933,574ffdd8-f84e-4261-a6ed-ab777aa2aba8,d2a0f771-3f5d-466c-a504-3b231460ce63,d4734229-ca4f-4476-8e3f-f061d71704ed,32.66,1/21/2016,008ac1f1-f060-401b-918d-312f098dc308,,,true
4442bff3-11dd-4063-a500-fe415599ba94,9e278ffe-46f0-47d3-ae7d-47bf3a16fccd,31da3123-7b49-40e9-9cb4-f833d75dbca1,234b98e8-ae38-4cc9-9285-0b37c244405d,3.17,4/20/2016,0747eb66-6811-4a35-acce-d8abe5a4a4fa,,,false
d95691d9-89dc-44e4-8645-09c91cd62e1d,a9dcf5c7-eb71-4f6d-9600-f0cbd62b819f,e4a846ba-c000-4f90-8f1a-727cfdeb72b7,eeac7b73-cf73-4961-9bfd-40cc73e7ab86,34.67,5/29/2016,a8b2049f-bd00-4248-84f7-89a362f2ebd2,,,false
95d3550e-bf5d-4a9a-8e48-d437a908f57b,4a460ad4-dbf2-4ea0-b386-9d5ce392bf88,455c7e6b-de89-4d60-aca9-3a2e966806c8,9f247381-2dcd-4638-a957-3578bf747176,76.68,4/13/2016,8fef9451-54c2-4980-96ca-be626ea3fca5,,,true
0ab2888e-92e3-4e18-8e71-d2b0dd8a4d34,d841fcd5-ea16-4593-9ee0-1d9f9195761d,9d89bc81-d511-49a7-b786-05b266bde94a,991d033c-e74d-4f54-b97f-44b6966b571f,88.85,10/5/2015,4d26c7e6-a833-443b-a860-ee1155819532,,,false
b62da3af-f41c-4389-ac84-4bab983fd155,e40ce4b5-13fa-42f7-9115-b08fb2df624b,1587661d-6700-462f-afd1-7db8ca90fd80,6d54bdb2-8804-471e-b39f-0137be4ded93,1.91,12/24/2015,16077de5-1342-4f08-b95d-194c6f78804c,,,false
e17e5698-5943-45e9-8874-dfe95748988f,0185d078-2ed8-4c72-b12c-74afa80b4187,873570c6-9f78-463d-832c-2bb9a9ff6927,fcdbe602-dae2-4b7d-9af1-ee5698726fdb,72.65,4/15/2016,14ee46fa-e394-45c5-b7b4-acccbb0b68c4,,,false
8b541541-b5f9-43a2-957f-31f0969fb69d,34a8bcac-fefc-4f79-ac2a-b15947dc3f21,e45966f9-7aba-4c8a-b0b0-ef6ae714c7b2,e314e140-24e6-47fc-a79d-b67c40359fa8,50.44,5/18/2016,bd4e98fd-711c-40df-bff7-54d2ee125c70,,,false
713c66ed-ab49-4a7f-b248-fc939973579b,e119379b-c15b-450f-b098-a869226ff745,6f9f5373-b527-44a3-b11a-d0ea756a7419,53c1355a-9d44-47d8-a7f4-472c3ae0640d,82.9,11/10/2015,fd760b05-074d-4567-9a87-9c25d302bb84,,,true
9858809d-21e3-4b3d-b9f7-3f134c12020e,cc08d3c1-b948-47f7-879b-11cf902a03f7,b19facd2-dd68-4e44-b8bd-779f461df45e,00d2e58b-1edf-4c63-9b7e-6db4c844a1de,12.7,10/31/2015,fd1f56c1-ca23-4e5f-b729-20c47c6619dd,,,true
0a69e5bb-ce23-4ec7-aeef-0810b54104ed,c20475c9-5b0c-479e-9c0e-4a8f995c1dc3,03371157-92fe-4b27-92af-7ea5e3257da7,0b3b3d31-238f-4420-9f13-3d3dd1216d9e,14.7,5/10/2016,b7238c63-ea92-43c0-9901-65bd234e8552,,,false
305e62c8-b199-4a38-9aab-d88f40d901eb,11c7ff1d-f110-4a23-914b-1abf335f8de7,6dd651d7-1e86-4bbf-9ab1-0c8354606dff,837c7c76-1f91-4eb9-8fad-a9386eaf5049,2.61,2/28/2016,dbabbb07-a93a-45a5-8048-01e2f2b806c5,,,true
9fab4206-d9c5-4c92-b785-ab36d8b9e67a,6e555ebc-b7c2-4ff2-a7db-c7d24af1fb28,acb9c368-46ef-44e2-9285-19b6a65bd3ef,fb627880-6883-4836-afb9-c097b88d164b,33.43,2/27/2016,bdfcd51f-f769-4e98-8a9a-81cb95256c66,,,false
b91c9983-4223-4360-889f-a145e7d2839f,24976520-6909-4d48-8433-3dd7e1cbf411,f2ede9de-ce2d-49c7-ba05-d37d0f3ea2f4,f34d69e9-a29e-44ad-87d5-89910709c41e,78.31,9/6/2015,247be6ad-b8c5-461c-9065-d27455f2ac46,,,true
7d831ae5-3e49-4ac2-9a8e-97cb20f1a972,bfafab07-875b-4b23-a5b5-92a29512d042,9394019f-7137-47ec-949c-ca038d9d506b,45bf4549-42ea-49f1-bc46-669777efcff3,20.24,12/20/2015,762a5279-773a-4c32-8cae-eb6c8366fe87,,,true
5cb9a3df-d0e3-498e-b3b1-6ac2ce0d6526,46360ec8-ff55-4a56-b797-ec6910785327,39e2791f-5881-46cc-a7c6-e50032f6e8fb,a3601f13-d38c-4039-aeac-63963607c369,28.39,3/4/2016,1fe3d45b-9593-439b-9386-ff8b679ecb77,,,true
17d7729f-82e0-4d0f-ba34-185e9c22be81,3725c046-2973-46c0-9432-5cfeee7b486d,afdceda6-63fa-42a6-b512-05c9b8c75ed3,09e874a6-67b8-4dee-b17e-1e200c96c78f,15.26,9/28/2015,801bc810-887d-444c-ad40-c4e9789ec619,12/13/2015,ab40f0f1-dfb2-4bc4-ad70-4d91bea31433,false
de083a0e-8ec8-47de-83f2-8aaf257e6543,9530a1a3-d93c-46f2-b02f-09aef07b8642,1cae549e-0af9-49e0-8aaa-a155d5c77e8a,42d0d056-13c7-4b57-80be-409fe4c4ea37,49.46,6/19/2016,ee438f0d-562c-48fc-9f72-1c5588e2b052,,,true
c4accda1-cb25-49be-b490-52cb18bb3eb4,fd715061-b275-4f31-a772-8bf470ef7593,0ce28205-7b88-482d-b577-0e5d676884ee,813c9f41-b736-4a38-8f06-13c6da3a6562,6.66,10/15/2015,6077188c-604e-4e77-bb33-821f35545318,,,true
82a03ee4-ca01-4b1a-bd8a-39b840297937,339b8baa-1135-4e17-931f-b799ef9a3ad1,98a7db28-48a9-4f96-b3cf-1c241004ae2d,5413e51c-6328-4c1e-bef4-f31057b9c111,23.4,5/11/2016,8f9565de-d1bb-46a0-aec5-1d925acb0629,,,false
cd884abf-8a99-4dc6-a927-6738d7ef497e,fe9f2933-7632-4f04-9a57-5e3f168449bd,9353fb88-72d8-4fb9-9fee-031c00105f21,5996a452-e2f9-4175-82b5-997d059f2597,70.62,12/20/2015,d59d8334-059b-470a-a277-f2cdc7504acb,,,true
1ef3b641-0e6d-4a65-9ba4-fcb20e1ac782,dd692510-1239-486a-8098-335d84f787ba,a82e2c3e-4fde-4a68-9e1c-9838fd7d01a9,c2351203-3497-47ed-ae59-30e134ecf0de,90.92,1/27/2016,b192bdb6-ecfb-40d8-aa75-94ebd9222ac0,9/17/2015,b9a7c0ab-a409-4f5c-bb7b-f121fa138b26,false
5d9ca26a-07fc-4788-b84b-5441ff479186,a9d43fe9-d4ec-463d-8f20-7547cc034cbf,6fa414af-f3ee-4a9a-8a75-ea7cf02b4c82,c9d2d190-3ab0-47d4-9104-b261e9b9cf2e,59.6,11/1/2015,70417060-9092-47e7-bed5-139a75e7c261,,,false
d6cfb84f-85a8-4d1d-b8de-5582e0b22d37,adcfbcc0-62ea-4ec0-b03e-b8025afc01e3,f1544f21-a165-4b68-bc3e-1e4d286f8173,c20f5797-40ae-4641-ba14-cd6a83bb2891,55.36,4/6/2016,e3e941d1-1be5-4fa0-81ef-14daea412378,,,false
3eda7854-36fb-4aff-b3f1-0ec35204e002,4b7d39d1-f660-42e0-85ff-f8e5995b264a,ecdfe552-32a4-430b-b3a5-1e32e4b120a9,d6432055-bf96-4896-a2b1-7e4474c5097e,91.35,10/23/2015,36d107b9-1623-43bc-aecb-5c17e88bbb8d,,,false
84ef9fc8-b00c-4e46-9a0c-43c88601fcd6,930a3c6a-57d7-4c5e-bcd5-d56dceabe88e,6d4f52ef-c16f-4a5d-896e-a0ac111808f3,44d223c3-00b6-4558-810a-339f05af89ae,71.41,4/6/2016,d2fbf6e4-3744-405d-a716-df563a9cf2fc,,,false
7756c155-7fa4-45a7-b2ec-b462ad25d1f7,2fa6d865-1441-4fe8-9ac4-6ef743a32603,cb18645d-cef0-485f-b33e-1514e824e7e5,415fe6cf-444a-499f-8c83-edec21bf0418,95.98,5/10/2016,c4b7c882-1ee8-4e6f-a283-823c859ec479,,,true
6722cab6-4939-4486-aa49-bfc54828a5eb,90fe3349-73a5-4231-af53-3c7a0fb0bd18,6b790669-2113-4801-b808-0d5a5f7b85b3,7fbcc6af-ccd4-4cd2-8d42-83ee12e336b2,91.49,10/3/2015,a2057193-c3f5-4f73-88df-03a6fb9ac256,,,false
abff4f5b-9d0f-41eb-8833-4a5639cffda5,20370900-0b41-4385-af40-8a6ce453a672,596e45ac-8703-4b6d-b2f0-c55b5dcd74e6,62f49b7b-89fa-4c5d-ad1f-3dbc6fcdd956,47.12,12/15/2015,8fef9451-54c2-4980-96ca-be626ea3fca5,,,true
3c5caf16-3502-49c0-831a-c646ff99b5c0,1acd3cd6-0453-4fd2-a7cc-87a9a1ba4ace,5c92154d-ce30-49b8-a1ee-fa33991d2540,837568d7-51e2-43f1-9b27-eb477b2a763d,61.75,5/18/2016,8fea52c3-2c9a-4d47-948c-b7eb07064b8a,,,true
82a03ee4-ca01-4b1a-bd8a-39b840297937,6884496e-2e62-450c-aad8-5afd59ab7efd,214933c5-5ba4-46b8-a097-3437040673ab,84ea112d-863b-48b5-8d1d-2c565874de44,26.94,10/5/2015,d8d076bd-1538-4977-9f48-736c118b50d7,,,false
