organization_id,exchange_rate_id,exchange_rate,from_currency,to_currency,created,created_by,updated,updated_by,active
559e31c8-2ce2-4043-97fc-cf1b15488e7a,277635b0-d5df-4992-9314-6855775866ba,90.35,eec34103-8b58-424e-9c50-dbb95fda7560,4e831168-77f8-42bb-9a3c-a9e49cf0403d,2/28/2016,47947563-aa16-49bd-8c99-4ce387017ab9,,,true
6121773f-8f89-41ad-bdc1-ba251391e86b,5b11f261-846e-4c8f-9876-07de29de5673,60.49,8c13d99c-bbf0-4a42-8486-6ae044c08795,e6b94696-06d4-4bb5-b121-b9cce0871971,8/12/2015,2df1602f-70c3-46a2-8eb2-477b5c3a5113,7/10/2015,88967a1a-5b47-4856-b66e-33a82e543355,false
8981e318-7a28-4347-92ec-cdaa253d0db5,cf9fae9e-6ef6-48ad-81eb-4b5cf57917f1,15.69,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,4/14/2016,e9029244-4492-40af-a5aa-c2380456e8e9,,,true
c2c178d1-e148-48f0-b3a3-5b268661571c,89163730-c304-4dfe-a88a-5828bdf64964,67.45,8c13d99c-bbf0-4a42-8486-6ae044c08795,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,1/3/2016,9588978f-aa21-4c8a-91c9-61fcb347d89e,,,true
1c1398f9-fb69-4938-8f60-ceafecedb878,0a725136-931f-456e-9c4a-e5a2dc6dcfd6,55.23,8c13d99c-bbf0-4a42-8486-6ae044c08795,4e831168-77f8-42bb-9a3c-a9e49cf0403d,10/10/2015,04b88d70-666c-4587-a61d-3c0d46d60740,,,true
53d642b7-f3bd-4f8a-aa54-9176ee45f41a,83b07f5c-dc9f-4d45-a33e-005482921a12,21.24,6102828f-615f-4ae4-9a0b-5b32b2fa6704,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,6/20/2016,c17cc570-4de5-4251-98da-3dc279be8886,,,false
eb4a70d3-7b50-49f8-af2e-db6e49be865c,aee19428-8b6b-4bbb-93ab-e97882300067,90.37,a60c99f3-510f-4db4-9a32-9c104ead7f11,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,9/6/2015,1fe3d45b-9593-439b-9386-ff8b679ecb77,,,false
91fbf58f-324e-48d1-a291-ba848ee5ae3b,fb336e57-caf5-467a-b261-86e4a065a744,40.88,22ed061d-0c46-4f60-b011-0f5955e8db0a,1cc9411d-be1f-49ad-b268-261b33fd615c,1/9/2016,3066924b-6fe9-41c3-b7bf-0d7bbd3c79e6,,,true
6121773f-8f89-41ad-bdc1-ba251391e86b,1199fae4-fea4-4ff9-ab95-063eaaef7d4d,34.24,1cc9411d-be1f-49ad-b268-261b33fd615c,f5ce237e-3dc7-4566-8ae4-8facf9bb887f,5/28/2016,d6a562eb-09fb-4be4-8287-2e2a9c4abbe4,,,false
c332fc2c-1ee7-4500-8be6-fb8b1fdfaab6,0f9efd17-4e64-434e-bab2-efca3e961ba8,25.86,505d2da9-6424-4b93-84f4-13b3e0ed1516,a60c99f3-510f-4db4-9a32-9c104ead7f11,4/27/2016,9410a698-18f8-41a6-a7c0-8a89ba367439,,,true
435e66e4-da18-4dfb-acd7-a1059522ea1f,0dfc1a81-e211-412d-bda5-637d8ea9f79f,95.66,,,3/6/2016,b455a2b1-86a1-427b-952c-cd0550d91384,,,true
84ef9fc8-b00c-4e46-9a0c-43c88601fcd6,48a8fc4d-76f0-47b9-8eb7-34fd0657fb81,80.27,22ed061d-0c46-4f60-b011-0f5955e8db0a,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,8/16/2015,dd29e7de-c7eb-44c1-831d-8264ba351b60,,,false
85f7867b-b2ff-4d5a-b883-6e7923f35181,f8ef76c6-4110-4245-a3f2-4706a94c60b0,14.59,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,f3b80e81-2186-4dd3-8dc3-8e93df39413f,6/30/2015,156a1751-9ef2-479b-91fc-ee6a90c7e2d7,,,false
305e62c8-b199-4a38-9aab-d88f40d901eb,cf2286ad-b0d0-43f4-86f4-a64881227bd8,46.32,4e831168-77f8-42bb-9a3c-a9e49cf0403d,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,2/21/2016,20112908-f26a-4b06-bb53-d1d852679380,,,true
676f5ef0-ed14-41e0-8e2b-c6ede01981cc,046cf40b-a759-4552-aab7-b967a7eb850b,63.07,,,2/27/2016,d9efbd77-b608-491a-8a77-326751507735,,,false
04b3ad54-5025-4dd8-bc41-ecc2addab4f0,6d200d65-c102-4d28-b772-42ff9eb3854f,20.57,a60c99f3-510f-4db4-9a32-9c104ead7f11,425ca133-9723-4a1e-b410-66d5fd732948,11/4/2015,1853149b-7a99-4e03-8f64-146dce8b1b18,,,true
1de09ef2-05c9-4d82-8cf1-f7daaf1f1831,485af484-f0ad-4c90-8cb7-42a4230579da,96.63,1cc9411d-be1f-49ad-b268-261b33fd615c,f3b80e81-2186-4dd3-8dc3-8e93df39413f,4/24/2016,325a9b96-2e81-4064-b332-102aaca8b36c,,,false
36c8bf91-53d4-478e-96d6-9edafb40a87f,61b10899-5fef-461e-a9a0-56679372e46b,14.5,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,505d2da9-6424-4b93-84f4-13b3e0ed1516,4/15/2016,99117d6c-f94b-4bc0-bcdf-373f7126be87,,,true
8b0783fe-61fc-4934-b5ba-ff08f348dada,2e1dcde9-508d-4ab7-b9de-5557c66aafdf,10.04,505d2da9-6424-4b93-84f4-13b3e0ed1516,23327e63-7100-4662-84f8-e7cc1f4faa34,11/25/2015,ffe18685-13f5-4228-8a1e-bbc29ff8aa1e,,,false
20519e5c-eab8-4b63-9dce-433ce9141ec6,b3690208-f2b1-4e4f-be78-97340678bdcb,13.57,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,8/25/2015,062e6b33-6b7c-4e32-9ee9-cd42d0005501,,,true
ba17fd0e-d9f9-4c9f-a491-8af560b52cc8,85a029a0-99c3-4b50-94e0-5873dd969a17,32.43,505d2da9-6424-4b93-84f4-13b3e0ed1516,ba324145-8fe5-4871-9758-59dd78e78fe8,5/23/2016,67e817d6-b83c-4f70-b193-e06f8a2852ed,10/10/2015,359c36e3-3324-4698-bca2-054b3df1c347,false
559e31c8-2ce2-4043-97fc-cf1b15488e7a,2f5b7082-84c5-455a-8bcd-73927a08a5eb,76.5,,,7/8/2015,74f0a873-a8cc-4429-897c-9b701a40c9b2,,,true
dab1f4ab-9fc6-405b-bd4f-bc19c279a004,1deae8e2-79e7-4292-b72c-a1b137675589,81.84,48ced9c5-8254-406b-91cd-08c43753af8a,8c13d99c-bbf0-4a42-8486-6ae044c08795,1/4/2016,dfd51299-9603-47b1-bbd0-6f2cd39f7827,,,false
c580aed5-70c1-4431-ba07-2f8fa19b42dc,5475f5c8-5431-45a8-aeb5-e7fdff792ae8,80.87,,,10/12/2015,acecc122-3729-42ae-9e1c-e494a136ce5b,12/10/2015,5b882852-fd71-4105-874c-7255aaf46863,true
1ed9a011-7f51-4a06-972d-dcc79cb33b71,05ad0999-9f36-480b-ab11-5b5758ca14e6,55.76,48ced9c5-8254-406b-91cd-08c43753af8a,6102828f-615f-4ae4-9a0b-5b32b2fa6704,1/26/2016,61389b61-f28c-48b9-b557-ba1d70b203d3,,,true
d3c48994-ae14-495b-9578-4c99a68ef73b,a5a7c560-6f1a-4995-a13b-df9acaff6810,94.08,05824ecb-19b8-4b20-bb02-1f08cd77fa6c,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,1/31/2016,1e408428-a06b-47da-92f9-25ea733c9f27,10/4/2015,27afa48f-0613-4f00-8244-dad772bafbc9,false
b898e3ce-4caf-4a69-87cd-df1688e4fd39,35c39f75-e32e-4d7c-845d-d3010e1253d3,58.39,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,505d2da9-6424-4b93-84f4-13b3e0ed1516,3/2/2016,d96c4e99-8650-4df3-9d5e-e9ca4b2244f3,,,true
295af425-4044-4b87-a884-71944622329c,621f7fb1-b807-4a5b-ab6f-066717ef8e3a,54.7,f5ce237e-3dc7-4566-8ae4-8facf9bb887f,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,10/18/2015,9bb8af73-0914-439b-a70a-80a277967c76,,,false
b8739fcc-37f7-4085-8560-28d39ebf5eac,385fe559-1a04-483b-842f-ec866fcbf4e7,34.07,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,23327e63-7100-4662-84f8-e7cc1f4faa34,2/24/2016,fbe34e7a-30aa-444c-bf82-2e0be58fe4c3,,,false
90be572a-a3b9-4f77-9ae4-70eb40249722,49a3c18d-e8c6-4b6e-973f-f560f0cbc39a,69.89,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,b4ec6327-ce98-4ba9-bb9b-bc41cfb93bfa,8/19/2015,4b87eb88-8f77-4cf3-a3e5-5256bac6d2e4,,,true
8262e7cd-2ec2-42a0-bd93-7dd07281fb8b,f8b4d5a2-8f91-428a-844b-909c32d4eefc,61.7,e6b94696-06d4-4bb5-b121-b9cce0871971,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,12/9/2015,1db5798a-9779-4104-868b-3b8843e197d9,,,true
c2dc56ae-3cfe-414f-a64a-e05e28724242,60de95ca-7d43-4148-8a7c-faada472d77e,93.49,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,22ed061d-0c46-4f60-b011-0f5955e8db0a,7/10/2015,0a6e2f29-c29c-4d93-9dbd-e619b53bdfd0,,,false
774be4ff-59c0-4dda-9a7e-74a6517c7085,df3a5015-a4b3-4d6d-8dbc-adc2e649fdf1,39.12,425ca133-9723-4a1e-b410-66d5fd732948,505d2da9-6424-4b93-84f4-13b3e0ed1516,4/1/2016,7b1f5d8a-e3f0-453b-b460-79604a47d55c,,,true
73661253-14e0-46a2-8db4-948afd2c1b3f,880306a2-76f9-4c9e-82eb-77fa7b84e248,95.48,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,05e10dc6-14f5-4754-ba0c-ae810e944dcf,7/9/2015,b773a712-8040-443f-b37a-231c2840e0c2,,,false
f2af814c-2258-49f1-a907-f78e80cec514,bd2d40fd-8dde-4bfe-8a60-5e690e3fc9cb,97.68,6102828f-615f-4ae4-9a0b-5b32b2fa6704,4e831168-77f8-42bb-9a3c-a9e49cf0403d,1/31/2016,ca61fe3a-71d8-46f9-9fe6-fbc2a0323b0f,,,true
af9d3e47-db5b-43a9-884b-44118f4f7b60,de691828-fc92-4279-8cb3-2520d6e19036,98.55,eec34103-8b58-424e-9c50-dbb95fda7560,1cc9411d-be1f-49ad-b268-261b33fd615c,5/26/2016,d6d997b7-6155-4d0e-8e58-9a1952eb32f1,,,false
7cf30e4b-b595-41b0-bf98-8a0228bd4df4,229ebc89-4131-4492-a22e-360d17d45fa9,36.45,22ed061d-0c46-4f60-b011-0f5955e8db0a,505d2da9-6424-4b93-84f4-13b3e0ed1516,6/3/2016,bc3f6b68-ee8a-40ac-a8c7-34467b66f9fb,,,false
af70e62e-8672-41d8-a1d9-b0af57ad0f72,3d829cec-1094-4ea7-b5d7-3621d71c2758,16.97,425ca133-9723-4a1e-b410-66d5fd732948,425ca133-9723-4a1e-b410-66d5fd732948,3/17/2016,50556e2c-9d36-40f7-8b3f-3dae0f20657e,,,true
13b25d0b-c9ff-4018-b1b2-a5462d86dc01,3c8b7e61-0e01-4ac2-b00c-75b1f8a5dbee,53.06,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,425ca133-9723-4a1e-b410-66d5fd732948,11/22/2015,737d4405-5c04-4b10-8748-81207345086c,,,false
3a929e40-5373-4bc5-8f11-68518104efbc,9409713c-446c-4ea7-824c-d1a7d25676c5,19.13,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,6102828f-615f-4ae4-9a0b-5b32b2fa6704,4/30/2016,9733946f-faa5-46f8-89f8-2b2001138974,,,false
ecceee97-952f-4b79-a89f-baf754495f57,7ca709c7-8bbe-4c6e-abe0-d55ac8fa065f,93.0,f3b80e81-2186-4dd3-8dc3-8e93df39413f,a60c99f3-510f-4db4-9a32-9c104ead7f11,4/9/2016,91f93ca0-4215-466d-a175-970d3578cab6,,,true
8f00c94d-8a7e-4ced-a4a3-a7e965b1cd57,19a4fdee-6889-4070-8f98-f6f9692e3efa,10.64,22ed061d-0c46-4f60-b011-0f5955e8db0a,eec34103-8b58-424e-9c50-dbb95fda7560,1/12/2016,ba32d487-2da2-4458-9067-9f1e852fb2ca,,,true
3aa33ad7-286e-4f4f-a2e0-5e583c7b9d34,761c323f-b854-4b9a-a38f-158d1ad522b1,47.19,23327e63-7100-4662-84f8-e7cc1f4faa34,4fa8abb1-e670-4b33-8cea-a374a97650df,1/31/2016,307ed1be-9942-4f14-8f46-c4341951fddb,,,true
28d7d765-d8bb-4731-b964-6fe6fcd6c59e,9f10799c-30fd-4290-8310-09be4e962e6f,51.09,f5ce237e-3dc7-4566-8ae4-8facf9bb887f,4fa8abb1-e670-4b33-8cea-a374a97650df,9/25/2015,abd37d54-98ba-4e56-a011-7282b69be0c9,,,true
9ca9d62b-3eaf-4b7b-9fe8-be5ae25903b0,7194dbb9-d722-4da5-bf27-a98eb3d06701,62.14,e6b94696-06d4-4bb5-b121-b9cce0871971,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,8/2/2015,1ac74dc4-04c4-40e3-9261-9354c5c73a2d,,,true
dda95863-5dfd-4dc7-885c-d712ec0d5b14,564222c1-95d5-4a6f-b9a7-2a6cfbe69b16,65.34,8c13d99c-bbf0-4a42-8486-6ae044c08795,22ed061d-0c46-4f60-b011-0f5955e8db0a,7/17/2015,b9a33043-bdd0-4637-ae2e-9b23d33d42df,,,true
0bc544d4-677c-4388-8baa-345448e7309c,edae9156-f26f-4377-b48f-9005c160eaeb,66.65,05824ecb-19b8-4b20-bb02-1f08cd77fa6c,4e831168-77f8-42bb-9a3c-a9e49cf0403d,1/23/2016,1236046b-50a7-43fa-a1f5-715e2594688a,,,true
87ca7ebc-2b4c-4139-95ca-1b871b31da59,b94a2a0b-1acb-4b75-b6ca-a7abc2669658,90.65,1cc9411d-be1f-49ad-b268-261b33fd615c,425ca133-9723-4a1e-b410-66d5fd732948,1/19/2016,57684623-2b0d-4207-84c2-f962c1b8b0f7,,,true
548ca913-fa00-4740-ae66-2f92555d33b1,1eaec92d-073b-4648-98a9-111b29589201,10.34,4e831168-77f8-42bb-9a3c-a9e49cf0403d,8c13d99c-bbf0-4a42-8486-6ae044c08795,3/16/2016,72c1b91a-65c9-48e4-bf54-4c6e36583170,,,true
07592fe9-a207-4c3f-9e94-ca834b63fa92,5cb30563-6d32-4a17-afed-88cb110ab218,90.77,6102828f-615f-4ae4-9a0b-5b32b2fa6704,22ed061d-0c46-4f60-b011-0f5955e8db0a,1/3/2016,d004f412-85d4-451b-8203-4711b90086e0,,,false
75af89bc-ef16-4341-a5fd-acd80887ba39,803138ca-5e6f-48c5-92ed-f83597bddb74,33.03,f3b80e81-2186-4dd3-8dc3-8e93df39413f,ba324145-8fe5-4871-9758-59dd78e78fe8,8/12/2015,4a0a73c4-93be-4a95-898a-0ca362132894,,,false
4163a181-e529-45f4-9327-b2e42a523c55,14c2a14a-13c9-4d87-8a9e-53ae7c40b0f0,38.13,4e831168-77f8-42bb-9a3c-a9e49cf0403d,05824ecb-19b8-4b20-bb02-1f08cd77fa6c,8/16/2015,2206c77d-25e4-4fde-b0ae-1aac0deed88a,,,true
e6771b88-ea15-4b1e-b988-22286e056678,4fc52752-c9d5-4eee-96e0-6d30f2559175,35.85,6102828f-615f-4ae4-9a0b-5b32b2fa6704,a60c99f3-510f-4db4-9a32-9c104ead7f11,1/9/2016,66c57d21-d067-41aa-a501-169301929439,,,false
15d6bfae-8ed1-4bac-9627-55c62ffa957d,5ece04d2-35de-463c-8908-d7fa4c51601a,8.88,05824ecb-19b8-4b20-bb02-1f08cd77fa6c,eec34103-8b58-424e-9c50-dbb95fda7560,9/28/2015,abfc4bb4-2e57-4b34-b59f-e5ba0df56c3b,,,false
a952686d-9765-4d59-b56f-3327f42e889a,49fa48e8-d1f4-4504-9845-4986c77de39d,78.13,,,2/5/2016,9ebcb406-7acb-4bac-a6a4-ab3770f17e50,,,true
c06828f0-2730-4ad3-a059-1fbc95af14c4,4ab5cb13-845a-409a-9f65-5a86bd8f0e6f,2.97,05824ecb-19b8-4b20-bb02-1f08cd77fa6c,4e831168-77f8-42bb-9a3c-a9e49cf0403d,10/4/2015,fd760b05-074d-4567-9a87-9c25d302bb84,10/1/2015,c206500f-344c-427b-93e8-78a7fc8b4a5b,true
dee59984-3e37-417f-88b3-ec68135a76e5,efbd0926-4e17-428e-b2ad-db8cf3f00d61,97.86,eec34103-8b58-424e-9c50-dbb95fda7560,05824ecb-19b8-4b20-bb02-1f08cd77fa6c,10/30/2015,0dba6731-843b-4d75-8c7d-fd1c845913d3,,,false
22d99b93-5101-44c5-a507-0e16616c261b,5c2b1f4a-3e6e-4938-80c2-bf0e74787ca2,52.31,05e10dc6-14f5-4754-ba0c-ae810e944dcf,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,4/4/2016,d8d076bd-1538-4977-9f48-736c118b50d7,,,false
83f60225-a80d-4e23-920e-ab4d1677c30b,8cdf0146-9f9b-46ac-b656-c381e7d58bdf,38.42,48ced9c5-8254-406b-91cd-08c43753af8a,a60c99f3-510f-4db4-9a32-9c104ead7f11,10/13/2015,bf4fe760-1547-4728-aa71-2d0e9c9bc871,,,true
5869f9f0-f660-4884-9d7a-725219a628bf,4f0a6e30-e3af-4ab8-b84d-9775b31b0d9c,15.17,505d2da9-6424-4b93-84f4-13b3e0ed1516,8c13d99c-bbf0-4a42-8486-6ae044c08795,4/7/2016,d63da536-9f70-4a7e-9373-2d63f9ea7659,,,false
15d6bfae-8ed1-4bac-9627-55c62ffa957d,6af922d3-7b8a-4ede-b8fd-8f7d62d0ebdc,79.58,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,505d2da9-6424-4b93-84f4-13b3e0ed1516,3/26/2016,d59d8334-059b-470a-a277-f2cdc7504acb,,,true
35c31253-6717-4a50-aae9-3d5ab44489e3,fedd568e-9116-4263-8019-a01175c7ff76,88.56,f5ce237e-3dc7-4566-8ae4-8facf9bb887f,4fa8abb1-e670-4b33-8cea-a374a97650df,3/8/2016,ac28a477-ba61-44a8-872b-72676678a9b5,,,false
a1b85ead-d0c7-48cf-8590-eed686ceb4a4,5533fb4f-ab8b-4ba0-ade1-4f33a5a29af7,96.83,e6b94696-06d4-4bb5-b121-b9cce0871971,eec34103-8b58-424e-9c50-dbb95fda7560,10/9/2015,740a213c-16bd-4f18-a974-8ae56aacbc26,,,true
a2366815-cb16-469d-bd28-7abcb682c69c,b09d370c-59ac-4e65-aba6-45fae990d73f,30.2,48ced9c5-8254-406b-91cd-08c43753af8a,505d2da9-6424-4b93-84f4-13b3e0ed1516,9/23/2015,5e9101a6-4a54-48f1-9dfe-043366ca62f1,,,true
251549d2-e70c-4a0e-898f-a9b3718cbf3c,d307aa59-1f3a-484e-a81f-4c719ad398e8,97.12,636dbbcb-d231-42c2-b0a6-c95b9e8baa22,e6b94696-06d4-4bb5-b121-b9cce0871971,9/28/2015,cf12f8f7-6709-4f20-869e-4eb79fad6fe8,,,true
f9745580-19a7-4250-a811-91ee86c59fe8,0ae9db0f-f9ae-4394-b69f-dac7845ba2d5,22.1,4e831168-77f8-42bb-9a3c-a9e49cf0403d,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,6/23/2016,82d87c25-4c2a-457e-a447-ec161726714c,,,true
a9478d37-7add-47e8-a7d1-90c064a3d429,656a5b4e-172a-4693-adf0-42900f7fc465,32.61,83e5baa4-bde6-4b52-ac4a-48d319ac98f1,f5ce237e-3dc7-4566-8ae4-8facf9bb887f,11/17/2015,3c96a15d-2850-4d0d-aaa7-60525fd3667f,,,true
2b83d8b6-c079-4b44-92ea-f8321d1ad049,a13476d6-ef01-4aa5-b6db-44d1afa2b11d,40.04,,,3/5/2016,dcec7c74-7401-484f-b824-e360ef9f154c,,,false
e8955c3a-582b-401e-8aba-bce94cb8cd77,9e8357b7-6d39-401b-b4db-7cb23f43d265,98.81,4fa8abb1-e670-4b33-8cea-a374a97650df,a60c99f3-510f-4db4-9a32-9c104ead7f11,6/10/2016,d6a562eb-09fb-4be4-8287-2e2a9c4abbe4,,,true
c42a8b0b-5e51-478b-9b65-6d147997aece,59d2fa7f-df2e-4cb6-9d71-21b1df125c3a,2.94,23327e63-7100-4662-84f8-e7cc1f4faa34,c22d86ab-663d-4d91-bbb9-0670d50aa3b1,3/4/2016,dd77cdc8-baca-4b43-91a9-a6c52747634d,,,true
24a196a2-a782-4f06-847b-b2c19f9cb2db,1c70d57a-2d29-4011-ae1a-149fc3c07e44,78.06,,,8/25/2015,c3793388-b68f-45ef-ae5b-fe2bebac4a22,,,false
a90a00c0-f4de-4649-9c1a-26df8e4e9574,1e46fae2-e351-4c4e-b3b3-7fc88b6070c2,20.97,22ed061d-0c46-4f60-b011-0f5955e8db0a,8c13d99c-bbf0-4a42-8486-6ae044c08795,4/25/2016,e7deeef3-ba0e-444d-88c4-c11bd9d31323,,,false
fc96580e-8f1b-4fe4-a80b-fff33488cb78,5a3dda85-bd4f-4fb0-8e62-56b6ea836a67,56.34,425ca133-9723-4a1e-b410-66d5fd732948,1cc9411d-be1f-49ad-b268-261b33fd615c,2/29/2016,85a96b77-5569-4b7a-a32e-a20161c274ed,,,false
6e17e482-0913-4cd3-98b2-370ebc74e0d2,8aef0f2c-d2dc-43e4-9ad2-ca2a487e38a5,65.1,,,6/8/2016,d08438e7-277b-43b1-93c3-eac8b282d60f,,,true
423b185c-775d-4a4e-b5b1-23531818e337,4aa9e804-d12d-4f28-a165-dc0bc732a36a,79.8,505d2da9-6424-4b93-84f4-13b3e0ed1516,48ced9c5-8254-406b-91cd-08c43753af8a,1/10/2016,e6b07136-1ea6-44cb-8776-15ab07a525c0,,,false
5797bc55-d1e6-462a-965a-2e70dd0f9f32,fc7456a8-3ddf-4203-9cc3-8f2887c6e5db,71.13,22ed061d-0c46-4f60-b011-0f5955e8db0a,505d2da9-6424-4b93-84f4-13b3e0ed1516,2/24/2016,655c1f03-3a0b-4d15-8d63-671a73788229,,,true
ad6669a2-d67e-4cf0-a417-c215f2e26b15,da2ab3ac-2d46-4afb-8928-47ef19b8022d,95.4,,,8/17/2015,fd1f56c1-ca23-4e5f-b729-20c47c6619dd,,,false
c012218c-f595-459a-9f7b-0561a9592d13,85409e18-1acc-49d3-a94d-b9aa3ddf04ef,82.7,b4ec6327-ce98-4ba9-bb9b-bc41cfb93bfa,48ced9c5-8254-406b-91cd-08c43753af8a,7/28/2015,833c5acb-4b3e-4974-b042-3c4846ba3644,,,true
d817a6a0-6161-4d6a-92ab-27fcce1d818e,6ffd4c85-2979-41f9-a3df-8b8433ce2495,54.93,,,11/12/2015,d39689ec-45eb-4a52-986a-20cb09e52523,,,true
91757eb2-59e1-48c0-832c-774a91c632c6,d8ca0ef7-2afe-42ae-b336-0251e8ee967e,45.3,ba324145-8fe5-4871-9758-59dd78e78fe8,22ed061d-0c46-4f60-b011-0f5955e8db0a,3/8/2016,03072d07-6554-43f5-9fad-6dfd6196eba7,10/17/2015,6d98e270-4fa2-417d-9325-0e6f0cdf7a81,false
2b00b723-3873-4b45-97d1-3026b37692fb,657c6ff0-203c-4038-908a-aca5689540ec,5.37,425ca133-9723-4a1e-b410-66d5fd732948,ba324145-8fe5-4871-9758-59dd78e78fe8,5/11/2016,74e553d9-bb4f-4f52-8f03-f4680e47ef0f,,,true
e00911b8-e80b-4ddc-aa45-20517ebe8d58,dcc2578e-1ff8-4ec6-ab21-e1b1941e6f7d,53.75,ba324145-8fe5-4871-9758-59dd78e78fe8,23327e63-7100-4662-84f8-e7cc1f4faa34,8/8/2015,d62c42ee-b575-42fc-9bed-da0f3a70b6dc,,,false
fac63ac3-937c-45e5-bef3-33d0017315d4,51714cd2-1400-4ad1-861f-23a1ffa002a1,50.85,22ed061d-0c46-4f60-b011-0f5955e8db0a,4fa8abb1-e670-4b33-8cea-a374a97650df,1/22/2016,b7ec2e95-1e71-4a52-a911-e4e6690f4d40,,,true
