organization_id,order_line_id,order_id,product_id,price_momentary,freight_amt,discount,qty_ordered,created,created_by,updated,updated_by,active
549f2ed3-8ab2-4b73-bb89-a2e0004f2eaf,afe893a0-8cf8-4152-867c-483f28ae1c65,dc12780d-8bd5-49b6-a912-6fc55ba97776,9a360fba-86f6-4acb-9aa8-f0f37affb4fd,388.63,,43.47,3,6/2/2016,0c528267-2147-465a-a968-b852b4363400,11/29/2015,3b9b3ca7-be5a-4704-9a2d-69cf2db6265b,true
8f00c94d-8a7e-4ced-a4a3-a7e965b1cd57,299dff55-cca2-4d7d-9d88-8bbdecbbe2d5,136bb596-b016-4f2c-b2b3-9f432e53d604,72fc5c79-6ac6-44c3-9ef7-a1486ceb81f6,413.32,,,33,4/1/2016,c2835539-2b0f-4075-bcaf-65177a246800,,,true
5869f9f0-f660-4884-9d7a-725219a628bf,51323a2c-10b2-496c-aabe-595a3c6ed934,8b7b9cb2-9d7d-46a0-ae58-ea8a5d5f2055,81014d63-72d6-461a-8639-96871f6135a5,62.36,,26.08,95,2/13/2016,d8d076bd-1538-4977-9f48-736c118b50d7,11/8/2015,eeffbc99-c25e-43de-a0be-04b0dc616f38,false
d88422da-4e7c-4619-844e-e221ae55b8da,b4ff62a6-f7ab-49fe-aa31-f0808fb700ba,046d71ea-041b-41f2-aa56-b94e0dbc15f3,11ba903d-346a-452a-ac61-0455301f446b,473.98,148.35,,53,12/4/2015,11253db5-2305-458e-9e38-4c3d1a27432e,,,false
d082e077-eef9-4fd8-ac3d-562cf079b10b,abeba8ee-a7f3-49ba-a52b-5e1ecfcf08c8,b64672ba-f888-41d6-9f81-5f6aa308c69c,0acc25ea-6d13-4d7e-af45-f9915ecf6e01,14.01,,,19,6/18/2016,8cfeeb47-dc84-4ae0-9159-d94e9dec5847,,,true
28e69b13-a192-4f6a-a126-c285a86e952e,8d56720f-99f5-4841-9a15-4da20ba501cc,87ba90c6-9e08-4f55-80cb-34d9dc8d366a,377836d8-0dad-48d9-8695-10e2c540d660,344.18,,,92,2/13/2016,de625c43-3d57-4c9d-a421-a3fbad71bdbe,,,true
13ba9046-3d08-4173-9db3-147b80d3e05a,80e61372-a055-46a3-af0e-fc5bb258c2f6,e07ef724-25b8-4373-9226-a2e309c0dfdd,79df3a05-b201-4122-85c7-4d91834cd552,387.36,,,32,6/12/2016,46466945-9f98-4404-b647-36cb80ddf9a6,,,true
3ef2f097-cdf7-405d-b4fa-e204ec61bc0d,b800e323-20bf-4a2e-a4e1-fd4db5a0d2d0,0e4e1e68-37cd-4a20-9249-4ea786387c0f,03263263-1377-463d-8310-9171aa93fdca,401.54,,,93,8/13/2015,b501a322-63be-45f7-877b-d675749c49dc,,,false
683a44d0-5ca6-455d-965a-9a22661b71fc,316b0616-0da4-4f8e-9afc-a5d50f8efe51,2c2fa34b-d115-481c-838d-02caacf1cc1a,9dae5b4d-e338-41f4-85e2-e0c8cf10a509,445.9,,,75,9/30/2015,68942a8b-992d-4b5b-89de-00b592747b86,,,true
bbda7a12-4fc4-4922-8e2b-b63d8a032e4b,2ae315fc-c6a9-4c35-9f69-6e5ff9801cab,d2874d6f-5476-4d27-bf51-ab11ccc74b75,d10c8a0e-d2b8-40ff-bb64-006012776112,432.01,,,99,3/28/2016,eebb43d6-6c2e-4da5-811c-b633c05e622b,,,true
f0f6435d-02c8-4442-be56-cb9cd766cbf9,51273209-1a71-4467-8de1-c441b49bdfb2,582bbdde-1fe5-4251-8902-e32d549e1ef6,3849de2d-2551-492c-9450-e3a6f2fca227,335.31,109.0,47.8,19,2/12/2016,4a2466e2-fbf0-488b-822e-9affdec4120e,10/12/2015,5d88abd1-696a-4b62-b97f-0d459977829d,false
a11f13c1-27c3-4f30-a3d6-33b10f28ed58,02e87dfd-17d5-4cc6-a336-892ded0446f7,5c219f03-b297-4ceb-b96a-93bd2fde59ce,e64a4d55-e762-40d1-8323-df576638e28e,155.45,175.42,,8,11/9/2015,31672f6f-8bb9-40cb-9f0c-537372be1ce2,,,false
2fd21800-b68f-4cc4-890c-a9561ea21eef,c4b7b291-cf72-4f29-b029-bac178ab4bbb,14a544e0-6633-4037-8024-d84c6bec5533,7cdf03e9-302f-4201-b500-7455f28289ca,315.74,,,32,12/18/2015,b72f2678-fda7-4216-8c70-0e63275f5c69,,,false
a8f36430-1dfb-42f4-be5c-540928717f3d,0000214f-2777-4219-a881-caf9f52c9ab5,4737f527-8d77-468c-b3e7-2b821eb0613e,dae3b1d8-635d-43aa-ae5d-0c3a692dc65c,43.06,,,29,1/17/2016,a86385b6-988b-42ec-8140-dabf944d72ff,,,true
bd48b51e-8515-4609-b384-a17f2f7bd884,5698b657-922d-4fc5-9b0c-cfd178fd0d2d,6ed0bf09-a084-490d-9417-79c3d31c8411,e53b5a8c-bd9d-4312-b173-b10400897ce7,450.65,,,8,10/18/2015,d9c2a816-6924-4ac8-8dda-69e3375f11af,,,false
c7c99b86-c277-48b5-87f9-eac7f86f148f,ad6119fb-9208-44ad-bbbc-c567ebdd3755,1634f104-d243-4870-ac68-d8e12d5367da,28e82890-dfa7-4b94-9115-cab44156e6c8,266.22,,,47,6/21/2016,20885647-8e5c-46db-a1c1-c18795caac0d,,,true
1893056d-53a4-4220-90fd-dce8185f94db,a72b8f10-39a1-405f-a289-2182cadb80ca,957ff0f4-9a79-43be-a77f-ddbae3e9d0ef,94710af2-bc3d-4833-9d4e-6dbc3e4f54e9,219.38,,,41,11/2/2015,9665e6e1-da58-4eef-b110-e10cb414ca09,,,true
dec9559b-e4af-465a-b565-e1c6869cdb61,47ce9d4f-fae6-4e82-9c4f-c78ae34e5308,e359d081-52c7-4c48-93b1-023c33fc1e67,959bad75-a80c-4af6-ba1c-7862029008bf,186.19,,,74,5/7/2016,ba07cb47-3372-4cb5-b7a8-4b4b9d7c6780,,,true
aac21e62-ed2b-4bf4-a624-96b3ef079bcf,292a0801-0626-4333-a2f7-4c79064df736,099e7a14-b17d-4491-b5a7-cd2c32c87fc2,7706fb2c-018d-4a38-a9ec-39864b82a921,287.48,,,72,8/6/2015,b570bee0-8200-4423-805b-26dba4941bbe,,,false
f7e1d8e0-13da-4bfd-9538-3b589d038a2f,7c83a1da-5b4b-45f3-a7fd-1125aa430e48,125b8636-bb10-4024-81a4-8c7ca532c830,b5320eda-b29d-4d75-9b49-678d8f1ce801,208.72,26.73,,66,2/22/2016,b9288df0-974e-4a38-b9ad-376a190ec3cc,,,true
6b0b7b7f-0529-48bb-91f4-c789417ae0fc,f4ad35ff-ebb7-4435-9bd1-3eb8ed9b17ea,5b751fd5-6117-45c7-beec-1153bc885db4,86c05221-f1d0-4e60-8e71-53421ff5ffcf,144.82,74.68,,36,5/8/2016,9870b8c0-e418-4539-b6e0-45bffafef80a,,,true
7c9fc964-9ba8-49b9-a419-f36fde2e4669,06724e6d-ad96-4d23-8f27-4a2603bae29f,bdecf316-4fba-4805-a1b0-a0e444fdd6e6,8478d8ba-7f68-4efe-8f40-0e1ab4c99f4e,494.36,,,64,2/24/2016,6c8e55f3-156b-4cb0-8086-8bf14e8c01a7,,,false
849dce73-b042-4896-99dd-3111bf8a8a14,505ac2ca-f626-40ec-95a2-90494acf2fcf,ab36f6f4-a46f-4094-b9a4-4abeb7ac06cb,5620f064-c488-4cc4-8205-9c6ab1c4e493,484.17,,,80,4/26/2016,86645c68-75c6-4ea8-824d-c518b039395c,,,false
e545509f-7cc0-402c-9171-24999f330ca3,f8928e2d-ab40-4e73-b642-dee0086a294f,855fc5ca-a441-48c5-9954-874ab12ebdba,4660dfe7-9e1e-41a6-948e-ca790ef30f04,451.76,157.72,,74,4/4/2016,d47e76c7-7c9f-40e6-be20-38fd5bb7a856,,,false
3595686d-356b-4afa-87ab-9c955b72eb72,364d8478-80f9-4616-aa3c-bbaa0ce7a836,6bc93b9a-fa85-40b8-bba2-b3b3a9b86a25,fd79caac-9a58-4f40-acdd-c2e7a56389a6,266.85,145.02,,44,2/3/2016,e9f5377d-cf06-4a66-a22f-244e1f112f35,,,true
3c5caf16-3502-49c0-831a-c646ff99b5c0,3c923492-c350-458a-9ec1-feb385830a0f,5c4e98f7-015f-4c8b-8c6e-b6ea80e3c4a8,512d2519-09e2-4f27-9f37-0ac27c86a204,19.18,165.78,,59,4/19/2016,165c5f63-261a-4c16-8019-79d632954351,,,false
2358439d-7eed-4981-b0f3-a5edfa6387c4,a4bf1a37-2fd4-4e92-b4eb-7d612387e687,d5f89b23-19e6-46c4-8c98-435a947d1045,5f6b989a-88b4-4fcf-9a91-13f16b0864c9,190.23,,,17,11/21/2015,62c5425c-caa3-45f2-bc1a-c474a279fae2,,,true
aaf45f4c-16f7-42d3-90ba-1a9f2dfbdfc6,74143a48-80df-4ea8-9983-8882eba70969,bb3093fb-e3d0-447f-bd8c-0700501151b8,5fd2d56f-1174-4d23-88c9-8b0f3c498f7b,139.83,,,5,6/3/2016,0a4ef4c8-d1ef-4247-becb-168fff85cee5,,,false
39fb5e61-35d1-4f2c-b5b3-2a5d4745a1cd,3558d601-ebf5-431f-a0e2-6f33f17e2754,da0c2dc6-57a2-4263-a3b0-faab034645d6,6ce5c111-90eb-476e-93c4-ed3bdd7b0f5b,422.39,,,54,2/27/2016,3808b969-61f1-4af6-b9af-cf3f9928603b,,,true
0b6d5ec8-0dc1-4272-9aa9-da889480762e,747ac960-d3b6-4f7a-a1a9-948a06f17599,83130a8b-3c6e-476c-a928-916d57ea41de,8102f3e1-2aa8-4c2f-b457-fa9c81820ac6,308.74,,,84,1/1/2016,fa3150ad-9ec6-463c-a6ab-67811b117a56,,,false
2fdcc9be-bbab-4dec-8d19-840c2264fddc,1fb8d21d-0a96-4428-85dd-111123d18ca1,bd7bfd9e-a674-431c-b384-fac8bad5d44d,44fbe60e-d180-45d2-a511-75cd818e5bf9,78.81,,,30,10/25/2015,394f0f53-0a91-47e2-b369-3079fe00d68d,,,true
7f8d9c27-1180-4d6f-bcfb-9f401e97168f,c300ffae-b5e0-47aa-9bd9-e88ca17a2c0b,04e5d548-8561-44d2-8492-5cfce6a717db,07b3deb1-4560-44de-aa94-5f04ff108206,142.91,,,31,3/22/2016,cbd87c66-3f24-4d29-a1e9-f75b30b04a97,,,true
d35edf44-ae6b-4d25-ab24-a5edd8d8870a,721c5425-5dbf-4232-b589-3cc79eaa1b71,965ebfa8-0c55-4712-8244-5a3094dc6a40,949c1d4b-bacc-423e-8ed6-55defdcf8048,71.3,,,60,10/22/2015,3ea95bf2-1941-4a44-92fb-0435e9d72620,,,false
b9b93ef6-e41e-421a-8cd0-df83823bc2f9,6d0bc81c-5567-45c9-a95f-37e7bc45dfe3,0237eb77-e6b7-4dfa-963f-dc15559f8bf1,519ed9ee-5c50-4111-bbb2-67cbaa295b17,485.46,,,52,12/1/2015,f1af38cf-4042-4be5-a1e1-1a540a533d69,,,true
0cee0575-f16b-4932-8974-04b51e6276ca,da9aaa42-d0f7-41cb-a084-b6f59c5b8b8b,5820d26b-7508-480d-a641-3b44b6c9b1c8,d526afa3-d922-4176-9481-9bec8b04a1a2,223.25,,,64,8/14/2015,4b87eb88-8f77-4cf3-a3e5-5256bac6d2e4,,,false
bbda7a12-4fc4-4922-8e2b-b63d8a032e4b,0f9e670b-2340-4441-85f3-6bf7b968c167,7cdeba1d-a46f-4f6d-924d-254ea49bf702,d36ce73c-406c-4165-84f6-3074dbf5b006,460.79,60.83,,87,10/18/2015,866cb6b2-cf45-49ea-ac20-44d4ae6d55c0,,,true
eb362fa7-81d4-4e14-bc33-07a865115aec,7d1d79d6-b5cd-47f5-87af-860178248d43,2d09ab25-596b-444c-97f3-dc476249e568,84ff6e21-d64e-4947-9b40-dc472d8e5062,253.33,16.79,,82,9/11/2015,7bcd0857-dbd3-42a8-8507-74bf8f07e1da,,,true
2bdd182b-970c-4525-a3c7-73977b090dbf,34cfa737-4bbe-4ad1-85fa-dfa1eb0f8e84,a304a58b-e9ce-45bd-befa-9b35a0394721,21d6af1b-e4df-4320-8728-9b2bdd1f9912,386.52,,,43,4/4/2016,f959bbb3-6f6f-4758-ada8-184877106f50,,,true
eae218f8-6eb9-4bb4-ad2d-b3d076e9b7ce,f2057a22-59ba-4a05-a1f7-9aa6ce3511c5,9226a381-e72c-49c0-a13d-09f7af2a1e90,5417f0fa-5abe-42fa-9454-75d45864fb2b,441.31,,5.23,37,2/8/2016,8df53bf8-8a53-4230-8cff-9d24ec7a2e27,2/14/2016,0cab43b7-2e14-4a86-a22f-494d8ca5d35c,true
9cc7429b-5d5a-4709-97f7-2a350cf19f9d,1b55d90b-5327-4402-bd71-7a914c8b5d2f,bac784c4-8de8-4ee4-981b-a564d8df713d,a77e2992-f6fd-4c1b-9ea9-7c081c688bf7,137.27,,,7,5/13/2016,13adb618-3c26-48b3-b318-0ea5484bc252,,,true
6a96892f-2f1d-437b-ba45-12e15f1cfcb2,ca7a8365-a41b-4497-b0e4-bb551709366c,dc09a4a2-c2bb-4e26-ae9f-f78b62c5c127,71c3d9e6-60d0-43cb-8025-c56b70a9b126,245.95,,,64,10/19/2015,2d4ccc63-5f52-4853-850c-998bd0a73d61,,,true
5ac7f3aa-64f8-468f-85b1-6fa2dbc924b5,df744764-93a0-4352-b95a-e0522ec4c053,1296921d-ee0b-40ae-a358-215e41e8c338,effb6c52-29a5-4c9a-8902-8c99151b7ecb,341.18,54.01,,48,12/13/2015,1fd2805f-df09-4bfe-9cd1-b25ec5f8220b,,,false
9bac013d-6189-47f1-9e8c-5f72dcf5d31b,1bb0ba82-5e15-49d3-90bd-34f76cd1e6d2,e031ead0-84ef-40aa-8894-b3155f0ab155,b5ee360d-3ac2-4f2f-845d-c6439bb9eae4,138.24,,,53,6/24/2016,e2b5589e-a570-4ca6-b82a-c77e6d8e09c4,,,false
0a756f67-9922-4fc5-bee8-1f52faf9294e,812a3dd4-7e69-46a0-82e4-2bfdf8edbbd2,8b62c275-9746-4b4c-a575-7c21e5dc026a,e7b804c2-dfb4-470d-9e7e-9168acebfe50,486.75,,,5,6/20/2016,b201f696-dbe2-4a68-9f87-10799c6f3526,,,false
90be572a-a3b9-4f77-9ae4-70eb40249722,8562d2ff-ca28-4af4-b6ed-a10f70cd051b,d3c6f324-bbc0-4d90-b3a3-0deb4eddbcda,81ec4cbb-88c1-4f54-883f-36f434dab09b,367.36,,,50,9/12/2015,c9c85368-3781-4212-bd58-085a47e2926a,,,true
107f1dfa-e88d-443d-892d-1abfb8d7075f,1283510e-8468-4d8a-a1c3-b6bef360ec26,8ccfff6d-3283-497a-bc3b-ac537fb9ffa6,e6284797-848d-4a89-b2d4-059b9d7cd7e7,436.26,,,72,12/27/2015,86e772f6-270f-42c9-bf59-65ae9e87707b,,,true
774be4ff-59c0-4dda-9a7e-74a6517c7085,73923a33-e56a-4d4e-8c63-1de2af1635d4,a9c07c0b-f48d-48cb-ad9f-f156b65deba8,676d3443-497b-488e-b35c-5f538da0cda4,196.48,,,57,10/23/2015,76a25799-e8d4-47da-90b5-269413e3f345,,,false
5e1baf1e-bd6a-4e57-9637-e299a1d23721,b9447524-7119-4287-a7ae-732f95c1085b,a11f63f0-75f7-486f-8163-eb0396bd41c5,f06b299f-574c-431d-bab8-193b37cab90c,400.88,,,98,9/30/2015,46111b2e-1828-4001-8882-adc49bae357d,,,false
f545c02f-022b-49ef-8f44-3a3fbde246dd,e8203db3-cb10-4d39-a84b-ef3c185cfab3,2ee348da-4405-4545-8db4-3759dd92b5bd,19ea1916-7891-4254-9e75-7dd26548dd85,60.24,,,17,3/11/2016,38b02749-af8a-481a-90ca-2db5395c5519,,,true
ee106557-3650-4c8d-a776-b57156458844,b889ea0b-7f5b-41a8-8f52-3e5d91858ede,07e31ba9-5ae6-43e5-9aa1-c98b0dc26017,7a793ec1-905e-4fad-a5d6-c6211c90d9ca,218.14,,,44,12/13/2015,18b1173a-d8c8-4e87-8a16-623577e985e2,,,true
2ba98c29-28f4-429e-81fc-f0418f8ad989,71bce1c1-d090-4d3c-9618-1f444a954b07,c5fca522-af9e-4b6e-85ab-a230bc3bf230,11f91310-4b6f-4fe2-8304-efda7a914b8d,324.13,,,71,9/25/2015,ad970043-d1dc-4b1c-b0de-73ae72f0f2c1,,,true
879dfc35-c4b8-447b-bbd7-b1e82ba59c7e,661d7ea1-404b-4b41-a528-193de0c21148,a21abfaa-c9ee-413e-92ac-6e17556bf74d,1ac94894-a45d-46fa-a8f7-b37766fe4eb4,193.28,,,10,5/28/2016,c9c85368-3781-4212-bd58-085a47e2926a,,,true
