product_id,category_id,created,created_by,updated,updated_by
2053fbe6-38dc-4bf1-b506-85dfaf900cb0,8c1699ac-2d2e-4128-936d-c447d7f77cbb,2/5/2016,,,
8036ee03-0d74-462f-bd18-ea719b880ff1,42a7049c-17eb-4a35-b4d4-c0f562fff223,10/25/2015,,,
447116f5-0963-407f-ad2c-dbebf47e15be,3b6da08e-ba56-44c1-9930-00d084576355,12/8/2015,,,
9e291c3c-0072-4a17-99ad-026becfd8cfc,cb779c58-4538-4efd-aefe-efd63f98a1b4,8/15/2015,,,
566737e7-ee48-4ae2-a7ee-3107de2dbeab,96713995-3efa-43e5-b910-48a2d1273e1b,9/12/2015,,,
aae81ad7-1d97-448b-a503-f3eaf3e276bc,3b6da08e-ba56-44c1-9930-00d084576355,5/13/2016,ebe11914-e5a5-4023-9104-d9e085dbdfb8,7/29/2015,f8126dd3-0f06-46c9-aa1e-1b5dabed1c54
98992012-25cf-4a45-a63e-2916867a75fe,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,11/19/2015,,,
77fe96e0-7a6b-47a3-8f8f-7d7927c9d1be,26f80174-43b4-47ef-8a59-19795a078903,1/16/2016,,,
2101c63e-8339-40bc-942f-c3169a1d4bd9,952cfb6b-82db-4895-8072-1d949662f99d,8/13/2015,,,
328581bb-cddb-471d-b2b5-ceb93011df1d,952cfb6b-82db-4895-8072-1d949662f99d,5/8/2016,,,
9a4e56a2-940f-46ec-bd6f-9799be48c76d,e0791417-9f1a-4909-9915-a02e8002d65b,2/25/2016,,,
0bea996a-850f-451e-96c4-46dcbcbbaa14,6933121c-69dc-47be-aff2-a0762b81d451,12/8/2015,,,
b4390896-f57b-43b1-8412-5a07026d0b8c,04a0aad1-af2b-4a2a-92e0-a811946ece0c,8/5/2015,,,
a197972d-a9da-4524-8a29-83d7c3798287,3b6da08e-ba56-44c1-9930-00d084576355,2/12/2016,,,
61f76ae2-dc4a-48fe-aa43-018dd3422527,8c1699ac-2d2e-4128-936d-c447d7f77cbb,12/7/2015,,,
069451bc-2959-493d-be6e-2721f80c6522,cb779c58-4538-4efd-aefe-efd63f98a1b4,1/15/2016,,,
6a7da2f9-e39d-4b40-8ee4-f8873e715507,26f80174-43b4-47ef-8a59-19795a078903,12/18/2015,,,
db53fee4-b679-4e95-b93d-60cefd517c17,26f80174-43b4-47ef-8a59-19795a078903,6/3/2016,,,
4e781973-7f7c-48bb-8c4d-0c3cf828b31a,051a01ce-80a5-4b69-a885-c6f165468bd4,11/5/2015,dd77cdc8-baca-4b43-91a9-a6c52747634d,11/25/2015,5f328ae6-efc7-4928-a80d-e53d0cd280d2
72fc5c79-6ac6-44c3-9ef7-a1486ceb81f6,051a01ce-80a5-4b69-a885-c6f165468bd4,9/27/2015,,,
7742c74a-957e-4464-b560-e561372d2165,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,4/23/2016,,,
20f172e1-dba6-4264-9fad-7ec34f09869f,26f80174-43b4-47ef-8a59-19795a078903,3/22/2016,,,
5c7144a7-7f4b-47a6-b46b-3d406c177301,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,12/29/2015,,,
94d7f726-40de-443f-b44a-cc872c8f56c0,1abeb3cd-8da8-4cc3-867f-10716bc168c2,4/5/2016,,,
37f9e869-1887-4374-a5dc-2cb2c1419b96,1abeb3cd-8da8-4cc3-867f-10716bc168c2,1/24/2016,,,
c3da5c79-43bc-4db3-b340-a51a7aee15b0,96713995-3efa-43e5-b910-48a2d1273e1b,12/31/2015,,,
8a8fd645-937b-49a0-ba32-9a2a54485a9f,d0854743-acec-42dc-8ad7-4801bafa729d,8/16/2015,,,
82da9312-bb51-4721-9b52-9bf959cf0652,d0854743-acec-42dc-8ad7-4801bafa729d,11/16/2015,,,
2d58db8e-86e6-45cb-972b-e40bf848dfb7,e0791417-9f1a-4909-9915-a02e8002d65b,2/8/2016,,,
66d4088c-e15c-40b2-abd2-6f39bebdbc80,6933121c-69dc-47be-aff2-a0762b81d451,5/11/2016,,,
35d98d16-fd04-47f0-8055-83a69eb5b7d9,6933121c-69dc-47be-aff2-a0762b81d451,10/19/2015,,,
0b371dbe-85b6-4f19-8fba-c9ad3a300813,1abeb3cd-8da8-4cc3-867f-10716bc168c2,11/19/2015,,,
53b1c15f-b955-4469-8566-50fac73bd281,051a01ce-80a5-4b69-a885-c6f165468bd4,8/18/2015,,,
d7a02986-6839-4d37-b9ef-630e89ab70b2,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,3/21/2016,,,
2fd88cfe-9c15-4dfd-9898-ab5e068355d9,cb779c58-4538-4efd-aefe-efd63f98a1b4,3/29/2016,,,
486216f8-f4c1-4083-aa17-c7fa70fecbc9,051a01ce-80a5-4b69-a885-c6f165468bd4,9/2/2015,,,
fb0768f8-f0a8-4620-a4cd-3ca262c80daa,0c0a2f66-a936-4741-bbe2-f43ad794e040,1/13/2016,,,
05f80793-ddd3-4692-baef-47336fd5a96a,952cfb6b-82db-4895-8072-1d949662f99d,3/20/2016,,,
07074312-2a3a-4d8b-aca6-d226565987d0,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,7/5/2015,,,
9cd49ea8-0245-4cb7-8c0b-721026ee1b4f,3b6da08e-ba56-44c1-9930-00d084576355,8/29/2015,,,
e7405521-00a6-400d-a4cd-0974d82bcbb8,cb779c58-4538-4efd-aefe-efd63f98a1b4,11/1/2015,,,
13694b21-2cf2-4f7e-a734-cff7a09fc9af,cb779c58-4538-4efd-aefe-efd63f98a1b4,7/21/2015,,,
ceb50862-d420-4763-bc62-ce0bbdc64276,1abeb3cd-8da8-4cc3-867f-10716bc168c2,7/4/2015,,,
3f08fe07-7fa2-49cf-97c1-dbdc2c3905a6,cb779c58-4538-4efd-aefe-efd63f98a1b4,3/14/2016,ce245a18-a926-492f-b533-3f7ef1212195,3/16/2016,f8126dd3-0f06-46c9-aa1e-1b5dabed1c54
3af1f781-14cd-4fec-b771-1c6e05b77d18,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,5/4/2016,,,
bf9e64b6-9654-45d5-bca9-42cf3ecf6bc4,6933121c-69dc-47be-aff2-a0762b81d451,5/25/2016,,,
a02163a6-e13e-4362-8cdf-b41882166a1c,8c1699ac-2d2e-4128-936d-c447d7f77cbb,1/21/2016,,,
78343a5c-332f-4ced-950a-5d4a680ecd38,0c0a2f66-a936-4741-bbe2-f43ad794e040,3/2/2016,,,
0f3cc769-69e2-4296-830e-7044dcca56d2,42a7049c-17eb-4a35-b4d4-c0f562fff223,4/15/2016,,,
fc8aedcc-bfd0-458c-803f-16fa36e222b9,1abeb3cd-8da8-4cc3-867f-10716bc168c2,12/6/2015,,,
3e791242-65ea-41ef-acaf-aff4eba19fb6,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,7/7/2015,df60449e-43ba-4978-b596-7dc335e831a8,10/1/2015,3be49e75-0e8b-4daf-9cf9-c3d8e67833c7
1d5ff2eb-57ef-4000-b79e-148d87558212,96713995-3efa-43e5-b910-48a2d1273e1b,6/26/2016,,,
09e874a6-67b8-4dee-b17e-1e200c96c78f,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,1/2/2016,,,
74b7356d-6b88-4714-adac-c17e4e930850,051a01ce-80a5-4b69-a885-c6f165468bd4,7/6/2015,,,
64804979-e103-4f2b-b002-843c36255578,0c56f782-c900-4335-81d8-78197e611041,7/17/2015,,,
2cb83f43-f199-4dec-ba36-98d9f69714ae,952cfb6b-82db-4895-8072-1d949662f99d,2/3/2016,,,
24087e10-270d-473c-bf03-3d15f542443d,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,1/11/2016,,,
fd76b2e0-4284-4458-a1ab-f986d0a7ee93,26f80174-43b4-47ef-8a59-19795a078903,6/30/2015,,,
a01689bb-3487-4a15-8788-1127608c8028,04a0aad1-af2b-4a2a-92e0-a811946ece0c,9/3/2015,,,
4dc2d2f2-47a4-4002-845c-419cb24b15b0,e0791417-9f1a-4909-9915-a02e8002d65b,5/15/2016,,,
30f1646f-4b7e-4129-9fa3-f337b37a2a9d,0c0a2f66-a936-4741-bbe2-f43ad794e040,9/23/2015,,,
f68ca3b2-9d96-438b-9dfe-8d858f3fde62,0c56f782-c900-4335-81d8-78197e611041,6/28/2016,,,
6f19efbc-261f-4500-9b53-7336f400aa19,3b6da08e-ba56-44c1-9930-00d084576355,5/29/2016,,,
db78f24d-3aac-4d5c-9da5-2eba7f6989f2,04a0aad1-af2b-4a2a-92e0-a811946ece0c,6/13/2016,,,
0f947871-855b-4a26-a94b-797d8556ba00,26f80174-43b4-47ef-8a59-19795a078903,2/8/2016,,,
e2bc0fe0-dacc-4d5b-91db-2a49d1f47e6a,0c56f782-c900-4335-81d8-78197e611041,5/10/2016,,,
4d137e28-9730-460d-b77b-bb6a68ae44cc,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,4/5/2016,,,
f10739c7-3c4d-4759-91df-c6aa2045470f,42a7049c-17eb-4a35-b4d4-c0f562fff223,10/14/2015,,,
d147cd99-d941-4563-a172-25614533446a,9bd673f2-1f8b-4a69-957b-2e135b5de64f,7/22/2015,ba07cb47-3372-4cb5-b7a8-4b4b9d7c6780,7/5/2015,ec9c2878-f61c-4a26-b487-f041f31c87f1
2b9c4b46-b551-4851-9272-ebaf2caec16f,d0854743-acec-42dc-8ad7-4801bafa729d,10/12/2015,,,
95f06fd6-437a-422b-aca5-d3db645353bb,8c1699ac-2d2e-4128-936d-c447d7f77cbb,4/3/2016,,,
b0d28b5a-d449-4f7d-a19d-7c4afe4e168c,6933121c-69dc-47be-aff2-a0762b81d451,11/7/2015,,,
274ba299-e69d-4d64-87d8-ec9b327d6cc0,42a7049c-17eb-4a35-b4d4-c0f562fff223,6/27/2016,,,
232d9aba-412f-4ed5-8704-50d21472824f,952cfb6b-82db-4895-8072-1d949662f99d,2/19/2016,,,
156a2a33-35ec-4383-9ff1-6eb36e5b6dc3,9bd673f2-1f8b-4a69-957b-2e135b5de64f,2/23/2016,,,
daa023f1-4a57-4cc0-adba-9046c3f367f8,6933121c-69dc-47be-aff2-a0762b81d451,12/14/2015,7a7d804c-fa9f-4684-9dc5-52fee2e1aecc,7/6/2015,062e6b33-6b7c-4e32-9ee9-cd42d0005501
be887d55-4a2b-457f-8063-a5d0ae996bd7,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,6/13/2016,61389b61-f28c-48b9-b557-ba1d70b203d3,3/24/2016,d96c4e99-8650-4df3-9d5e-e9ca4b2244f3
8d4c1093-ec78-478f-b9fb-e0b9507d190d,8c1699ac-2d2e-4128-936d-c447d7f77cbb,6/4/2016,,,
743f07d9-49ff-4d42-805b-5e942a77631e,cb779c58-4538-4efd-aefe-efd63f98a1b4,1/14/2016,fd27c661-bb14-45f0-b386-b99763cb55ca,9/7/2015,fa18c730-8cce-4d46-914d-e52b5bb0488f
bb4dbcbc-4100-4687-909e-af570ba5b13a,d0854743-acec-42dc-8ad7-4801bafa729d,4/3/2016,,,
5cf405d1-a4ff-42a9-bb9b-9bab57d56794,04a0aad1-af2b-4a2a-92e0-a811946ece0c,7/26/2015,ece7e3a5-d227-4069-85a1-5e732b7019fe,2/18/2016,39fd2b44-f013-4ef8-b83f-dc1f550ab20f
03b6735f-d67a-4f5c-b910-a313a831f711,6933121c-69dc-47be-aff2-a0762b81d451,9/17/2015,,,
ced90482-e822-4cca-814a-1bbe98600be1,e0791417-9f1a-4909-9915-a02e8002d65b,9/16/2015,,,
436b89fe-155b-41e2-aa2c-42bce9489c6d,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,11/8/2015,,,
f4da024a-b252-4009-9e6e-79e3a6cc11c0,952cfb6b-82db-4895-8072-1d949662f99d,12/13/2015,,,
83971de5-0135-45b4-9ffc-ff4b1fb69a5c,1abeb3cd-8da8-4cc3-867f-10716bc168c2,4/18/2016,,,
b992217d-f1b4-49c2-964a-24b14e6de87a,42a7049c-17eb-4a35-b4d4-c0f562fff223,3/31/2016,,,
834077ea-89d5-4223-99fd-353a91d4399a,cb779c58-4538-4efd-aefe-efd63f98a1b4,9/21/2015,12511b79-9dc9-46a0-91eb-014c02de1677,5/21/2016,a32f19e7-7268-4bd3-ad6f-36796840478a
723bd4fc-f8b0-4907-b5ca-a51ee8caf442,952cfb6b-82db-4895-8072-1d949662f99d,12/19/2015,,,
4c9a0109-8faa-4608-8453-efefb59efa3e,d0854743-acec-42dc-8ad7-4801bafa729d,1/8/2016,,,
1cab8847-ec4a-4a67-bb15-4dfd7d359db1,0c0a2f66-a936-4741-bbe2-f43ad794e040,10/9/2015,,,
6cd32780-09e7-4880-aab1-fb8f2d2c8c6f,0c0a2f66-a936-4741-bbe2-f43ad794e040,4/13/2016,,,
2c9230b7-965d-48ac-99f3-8317deece509,42a7049c-17eb-4a35-b4d4-c0f562fff223,2/19/2016,,,
9dae5b4d-e338-41f4-85e2-e0c8cf10a509,04a0aad1-af2b-4a2a-92e0-a811946ece0c,2/21/2016,,,
4056d33b-24d4-4b0e-bebf-a34d5640ca36,24aced1a-4388-43fc-9f80-e1596f805e50,12/7/2015,9ca0f5dc-81cd-46d8-b0d0-d5c7be790b38,12/11/2015,0a6e2f29-c29c-4d93-9dbd-e619b53bdfd0
6c4ccdf7-02c8-4829-a07c-e5f13c650ff4,26f80174-43b4-47ef-8a59-19795a078903,4/3/2016,,,
f92fe4a5-e4e6-4be6-aa16-028523345d67,0c56f782-c900-4335-81d8-78197e611041,7/3/2015,,,
9073a750-6e0c-4653-a8ca-e64ff466fa7f,1abeb3cd-8da8-4cc3-867f-10716bc168c2,10/21/2015,,,
9ac46d25-59f7-4b97-bfcf-74aa4573e9aa,24aced1a-4388-43fc-9f80-e1596f805e50,11/27/2015,42d1ce1e-7ad0-4d4a-b2ba-e6e0b73dcac7,8/10/2015,99ae77fe-40d9-4e66-8382-256249eb4544
b3f3eb41-f718-4853-8d5a-d2d16e0ccc04,cb779c58-4538-4efd-aefe-efd63f98a1b4,8/3/2015,,,
c41f5984-32d4-4dd4-ac0b-3b60e0d93398,051a01ce-80a5-4b69-a885-c6f165468bd4,8/15/2015,,,
352bc536-03c9-4dd5-ad7a-ffe3ba9253d3,0c0a2f66-a936-4741-bbe2-f43ad794e040,6/26/2016,,,
7005a3df-14f8-4d5e-b902-8363a04ffc28,cb779c58-4538-4efd-aefe-efd63f98a1b4,10/13/2015,,,
95c139b1-f21e-466e-af52-810ce1cc332e,cb779c58-4538-4efd-aefe-efd63f98a1b4,8/2/2015,,,
798d599a-2ea2-486a-94d9-27a8f531be74,0c56f782-c900-4335-81d8-78197e611041,6/30/2015,,,
6a4932f5-6a44-46d2-a095-37591a22f406,8c1699ac-2d2e-4128-936d-c447d7f77cbb,2/7/2016,,,
5fd2d56f-1174-4d23-88c9-8b0f3c498f7b,1abeb3cd-8da8-4cc3-867f-10716bc168c2,4/23/2016,,,
7f2e08a1-3fd5-44d3-bef3-1d897022f908,d0854743-acec-42dc-8ad7-4801bafa729d,3/3/2016,,,
15a3914f-bc9c-4d08-b978-2c23d75e676c,26f80174-43b4-47ef-8a59-19795a078903,8/31/2015,,,
f3fafc9d-2061-4640-85aa-cee565cbbcae,26f80174-43b4-47ef-8a59-19795a078903,9/20/2015,,,
a5340abc-600d-4254-9386-10ab7d60b55d,cb779c58-4538-4efd-aefe-efd63f98a1b4,12/10/2015,,,
29cfccd6-ab2e-4570-8dde-96f18e4f5eda,952cfb6b-82db-4895-8072-1d949662f99d,7/15/2015,,,
7b00895a-8fa9-40bc-b8d9-0be0a6a0824a,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,10/3/2015,,,
0292b06e-efd3-49f0-b65b-7346eb715129,0c0a2f66-a936-4741-bbe2-f43ad794e040,7/6/2015,,,
d37499ce-498f-414d-971e-9bae6781275d,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,10/2/2015,,,
e50f84e0-60db-4fe4-9bd2-65c7c0ca71fb,cb779c58-4538-4efd-aefe-efd63f98a1b4,4/17/2016,,,
15f24546-49e9-4379-aa83-0de59406c061,42a7049c-17eb-4a35-b4d4-c0f562fff223,9/12/2015,,,
418b1eaf-969d-44e4-8da7-33d53590d307,8c1699ac-2d2e-4128-936d-c447d7f77cbb,3/28/2016,,,
cf94270a-727c-4d19-a9df-dc8350d810cb,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,6/16/2016,53470e78-f546-4a18-b293-e44d3888f1d7,2/17/2016,63eed96a-c2c5-4469-a125-e2625758b626
2aa9fd45-56ca-4d6a-9dba-98b0087e43e5,26f80174-43b4-47ef-8a59-19795a078903,4/3/2016,,,
ffa5d04e-2c8a-47e9-9b84-8bba41a60466,96713995-3efa-43e5-b910-48a2d1273e1b,9/17/2015,,,
066cc5fd-1423-4ac0-af77-39b29f1c0817,8c1699ac-2d2e-4128-936d-c447d7f77cbb,1/19/2016,,,
f66f6f4f-668d-4d4a-a641-4594367c3c3f,0c56f782-c900-4335-81d8-78197e611041,4/30/2016,,,
3bc6fdad-777b-4130-91ec-f3b7076d08d3,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,6/27/2016,,,
a1036805-9d25-48e3-b5da-d558ba840e73,9bd673f2-1f8b-4a69-957b-2e135b5de64f,5/25/2016,,,
4af2446e-2bf3-4860-98a7-aaf4d48e9a1c,0c56f782-c900-4335-81d8-78197e611041,3/29/2016,,,
ae4b813e-d862-495d-b9bb-90ee182e44ce,0c56f782-c900-4335-81d8-78197e611041,5/6/2016,,,
341c3fa0-dd24-4db4-93f9-048fd3f1254d,9bd673f2-1f8b-4a69-957b-2e135b5de64f,1/6/2016,,,
f3dd5990-8e47-4247-a5ca-72daadcc9ea1,42a7049c-17eb-4a35-b4d4-c0f562fff223,5/5/2016,,,
dd24265f-1adf-4141-bbe1-392d43aadcd6,0c0a2f66-a936-4741-bbe2-f43ad794e040,10/17/2015,,,
c90d1f82-6974-44c8-a31e-02a64664c5a9,0c56f782-c900-4335-81d8-78197e611041,3/18/2016,,,
99dcbe27-ee86-4d68-96b4-1537625c43f9,0c56f782-c900-4335-81d8-78197e611041,1/31/2016,,,
9f48ed79-1c4a-41ad-bd13-1f8150c4b557,24aced1a-4388-43fc-9f80-e1596f805e50,4/29/2016,,,
127dc392-9e21-4aa6-aefc-cb97920e7bf4,1abeb3cd-8da8-4cc3-867f-10716bc168c2,11/15/2015,,,
36751185-d6cd-4990-8ca8-597f9e1162b7,04a0aad1-af2b-4a2a-92e0-a811946ece0c,1/27/2016,,,
eb7aa509-1d0e-4139-960a-463c529f94a5,2a1a8d1d-8123-49ae-8adc-34318b7d4f5e,10/6/2015,,,
77ba98aa-4c35-41a6-9aec-d43518632711,0c56f782-c900-4335-81d8-78197e611041,12/21/2015,,,
50720b13-9bb0-493a-baa8-ac1165ef951a,cb779c58-4538-4efd-aefe-efd63f98a1b4,7/14/2015,,,
6dc86569-591b-4b31-adfe-4ba3c87cb5e8,3b6da08e-ba56-44c1-9930-00d084576355,12/28/2015,,,
442ccc7e-00e6-427c-a8ca-0c00fb705b18,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,8/21/2015,,,
288aefb1-5510-4c84-873b-43fa38a11685,e0791417-9f1a-4909-9915-a02e8002d65b,8/25/2015,31ad2532-e1d6-45d4-bfcd-d1108cc1decc,10/3/2015,6513810e-59cb-4c5f-9c8e-5d3869723257
5f711721-e5cc-49ac-9c59-0bed7af0833f,6933121c-69dc-47be-aff2-a0762b81d451,12/31/2015,,,
008bc026-99ab-4604-9ec6-c332788b1e97,051a01ce-80a5-4b69-a885-c6f165468bd4,2/13/2016,,,
23d80551-94f6-4258-a86a-e628616357c0,8c1699ac-2d2e-4128-936d-c447d7f77cbb,12/1/2015,,,
186a16ea-e714-488d-9f46-9de865e8e19e,cb779c58-4538-4efd-aefe-efd63f98a1b4,7/16/2015,,,
bb9768d3-d029-4db8-9963-fd73eacc2aa1,051a01ce-80a5-4b69-a885-c6f165468bd4,8/23/2015,,,
81fd0498-9c47-4319-84a4-e60700267a7b,051a01ce-80a5-4b69-a885-c6f165468bd4,6/18/2016,,,
5dc33432-240e-464a-af7a-a7a9d29a219e,e0791417-9f1a-4909-9915-a02e8002d65b,1/20/2016,,,
aea5bc7a-e4a6-4720-ad01-71cafce6805d,24aced1a-4388-43fc-9f80-e1596f805e50,9/6/2015,,,
3de9b707-b019-414c-bc3b-124ed1d5cd6a,d0854743-acec-42dc-8ad7-4801bafa729d,5/21/2016,,,
21569f51-ba2a-4b1e-bdcc-5a619af4f506,8c1699ac-2d2e-4128-936d-c447d7f77cbb,6/15/2016,,,
2f831b37-835b-499c-b505-b45344ddff5c,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,3/14/2016,,,
9edf836b-e849-4216-b3dc-0cd6564578d2,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,10/12/2015,,,
ac483aa9-c4d8-4b79-b92a-fedbd4bae526,700acc29-9651-4a7c-a0b4-1a1fb07e93a9,4/27/2016,,,
b3ca5b50-92f9-47fc-bc4f-21bc7596f31d,9bd673f2-1f8b-4a69-957b-2e135b5de64f,1/9/2016,,,
b6d1b8be-6e1d-4a7c-b9d8-255c506baa79,0c56f782-c900-4335-81d8-78197e611041,10/27/2015,46466945-9f98-4404-b647-36cb80ddf9a6,3/14/2016,9680f682-0e02-47ec-b5c6-e6db7d286dc6
9878182c-fb43-47de-be1c-0cbcc8d2fb7c,04a0aad1-af2b-4a2a-92e0-a811946ece0c,11/28/2015,,,
da1a5e5c-4e16-47de-a632-4422cec7a822,04a0aad1-af2b-4a2a-92e0-a811946ece0c,2/8/2016,,,
dfb0084e-9711-468b-b134-ea6ea6740d81,9bd673f2-1f8b-4a69-957b-2e135b5de64f,8/30/2015,,,
654be431-75a8-44e9-938d-30e3ffeedae6,d0854743-acec-42dc-8ad7-4801bafa729d,4/17/2016,,,
2ebc9839-46e0-4885-9578-bbf2771d51c4,8c1699ac-2d2e-4128-936d-c447d7f77cbb,2/1/2016,,,
ae8d9362-a91f-409a-ab6a-b94152e47000,cb779c58-4538-4efd-aefe-efd63f98a1b4,12/20/2015,,,
b9b9a55f-936a-45f5-8403-5f2fb86ac3c7,04a0aad1-af2b-4a2a-92e0-a811946ece0c,6/17/2016,,,
52e1996d-45ad-4530-ab4a-a90dcfcbf841,051a01ce-80a5-4b69-a885-c6f165468bd4,9/28/2015,,,
ddd4d30f-38ff-49d2-8963-b507819eecbc,26f80174-43b4-47ef-8a59-19795a078903,8/27/2015,,,
7d27f3ef-1c7c-4036-ab3d-d59fc4f8d106,3b6da08e-ba56-44c1-9930-00d084576355,3/27/2016,23ab7f8a-0367-4fd7-a3c6-03e9e71b6c9c,8/21/2015,bd6e5df4-84ca-449e-856f-006da43e2ef2
6c08a2a5-d099-4ee3-b572-82a115363cdc,9bd673f2-1f8b-4a69-957b-2e135b5de64f,10/21/2015,,,
1a0b377c-f5ac-48c8-b4ce-49ace1eeeb45,cb779c58-4538-4efd-aefe-efd63f98a1b4,4/30/2016,,,
c36349b8-f09b-49d5-b4f4-cb96874cfd05,051a01ce-80a5-4b69-a885-c6f165468bd4,9/29/2015,,,
22646c33-4853-470e-a110-2f1f08f4e3dc,1abeb3cd-8da8-4cc3-867f-10716bc168c2,11/4/2015,b5103ba0-e963-4d41-a8dc-14661b18f42b,11/30/2015,6dda7871-395f-4d2c-8ab3-acf769b74d91
