product_id,available,always_available,stocks,available_from,available_until,available_day,open_time,close_time,created,created_by,updated,updated_by
356b953a-5507-44b4-86c2-a394984869bb,false,false,53,4/9/2016,11/20/2015,,16:40,13:10,7/26/2015,ac28a477-ba61-44a8-872b-72676678a9b5,,
6529b279-2efb-41dd-b58f-cce87641b0ae,true,true,55,6/7/2016,1/14/2016,,5:37,21:37,2/17/2016,26e8f0e9-4d7d-47d1-962b-4fe93f303181,,
5ca1e2d3-d9d6-466e-a862-9191007bfe71,false,false,96,6/17/2016,2/8/2016,,8:57,19:52,2/6/2016,e34e402e-c7e5-48f4-98ef-ef125fa16549,,
2b692b5a-f96e-4426-bf8b-db0c1d3c537a,false,false,49,7/6/2015,8/3/2015,,1:24,9:39,4/21/2016,63eed96a-c2c5-4469-a125-e2625758b626,,
1bc12d95-ed5c-4235-a42a-9e4cd6f7596a,false,false,20,9/10/2015,4/20/2016,,9:07,9:30,7/2/2015,5eb26c9f-ebfb-49a0-8bfa-8e4af26c812e,,
7d0d69be-ec69-48a8-b521-6fd3a21a5bd9,true,true,12,1/28/2016,8/9/2015,,1:04,22:42,1/18/2016,08418873-2754-4112-aa82-82a3dde0db3f,,
d0f7d76a-bf45-429c-99af-ae279b419fed,false,true,69,2/1/2016,3/6/2016,,16:41,10:52,12/24/2015,04310903-a928-4f79-a032-31fee7c02d9d,,
2053fbe6-38dc-4bf1-b506-85dfaf900cb0,true,true,57,1/11/2016,7/11/2015,,16:57,22:46,8/6/2015,a79814c0-cdda-417c-880a-dbad07cded38,,
8036ee03-0d74-462f-bd18-ea719b880ff1,true,false,37,5/8/2016,5/7/2016,,5:39,14:02,3/13/2016,f6412e30-2028-432b-b206-a8e0a5a93dc6,12/14/2015,9ebcb406-7acb-4bac-a6a4-ab3770f17e50
447116f5-0963-407f-ad2c-dbebf47e15be,false,true,20,5/9/2016,8/6/2015,,22:29,9:45,3/5/2016,2eb43237-1b49-400f-98d2-f796a5c42eb5,,
9e291c3c-0072-4a17-99ad-026becfd8cfc,true,true,21,7/15/2015,8/12/2015,,17:10,4:56,11/14/2015,ac28a477-ba61-44a8-872b-72676678a9b5,,
566737e7-ee48-4ae2-a7ee-3107de2dbeab,true,true,12,8/8/2015,11/18/2015,,10:25,7:30,3/17/2016,56975ec5-3695-4342-9bd7-1494efa1afae,,
aae81ad7-1d97-448b-a503-f3eaf3e276bc,true,true,10,6/11/2016,7/18/2015,,21:55,16:09,8/5/2015,527d7a80-a921-4691-9249-0b2507827b85,8/22/2015,07628eef-c310-408f-b6a0-39839b177017
98992012-25cf-4a45-a63e-2916867a75fe,false,false,73,9/8/2015,2/29/2016,,9:43,23:35,11/27/2015,dcedba45-c9a8-4205-8c2e-5dcaebd7ef61,,
77fe96e0-7a6b-47a3-8f8f-7d7927c9d1be,false,true,88,5/18/2016,6/9/2016,,0:52,1:27,6/14/2016,df60449e-43ba-4978-b596-7dc335e831a8,,
2101c63e-8339-40bc-942f-c3169a1d4bd9,true,true,96,1/15/2016,8/31/2015,,7:11,12:41,1/31/2016,1d99ca18-bb73-4047-897d-3da98d0b7992,1/14/2016,76a25799-e8d4-47da-90b5-269413e3f345
328581bb-cddb-471d-b2b5-ceb93011df1d,true,true,12,9/14/2015,10/27/2015,,13:06,13:53,6/7/2016,3e7db54f-65e4-4b4f-bbc0-207ba0185d0e,,
9a4e56a2-940f-46ec-bd6f-9799be48c76d,true,true,93,7/23/2015,9/21/2015,,4:48,17:03,2/6/2016,57684623-2b0d-4207-84c2-f962c1b8b0f7,,
0bea996a-850f-451e-96c4-46dcbcbbaa14,false,false,17,2/28/2016,4/4/2016,,19:29,18:33,1/19/2016,c1af9cec-58ef-4878-a1d7-e7a7834f0422,,
b4390896-f57b-43b1-8412-5a07026d0b8c,false,false,48,9/4/2015,6/5/2016,,4:39,2:42,3/18/2016,2733b3f7-5061-43d4-af6c-7068321661c6,,
a197972d-a9da-4524-8a29-83d7c3798287,true,false,50,12/13/2015,11/25/2015,,10:20,8:34,6/21/2016,4d5885cf-cec3-4b88-8e42-b4444c4e02f5,12/18/2015,44d2ef4c-63d8-4745-a967-ffa9fe6d921e
61f76ae2-dc4a-48fe-aa43-018dd3422527,true,true,65,5/23/2016,10/22/2015,,7:38,4:48,9/19/2015,32125e08-b0e7-4ca7-86fd-476401fc62e8,10/29/2015,900ade93-e17e-4ea4-b437-844cb09170b0
069451bc-2959-493d-be6e-2721f80c6522,false,true,64,12/20/2015,8/7/2015,,19:16,3:06,5/14/2016,4240e676-c4e3-4fcc-93a0-ad683e25b0b2,,
6a7da2f9-e39d-4b40-8ee4-f8873e715507,true,true,15,6/24/2016,4/2/2016,,13:34,21:37,5/11/2016,e1488e1c-b0cc-416d-ab58-3c0bcbcb45c6,,
db53fee4-b679-4e95-b93d-60cefd517c17,false,true,16,10/31/2015,9/28/2015,,21:26,5:16,4/20/2016,a9ed9c46-dabc-4017-aace-79b5aa5e10a5,,
4e781973-7f7c-48bb-8c4d-0c3cf828b31a,true,false,22,7/16/2015,8/30/2015,,6:40,0:33,5/28/2016,d9c2a816-6924-4ac8-8dda-69e3375f11af,,
72fc5c79-6ac6-44c3-9ef7-a1486ceb81f6,false,false,47,2/11/2016,5/28/2016,,5:45,17:38,11/24/2015,e01c60bd-eb14-4e8c-8751-b00b3c63b85c,,
7742c74a-957e-4464-b560-e561372d2165,true,false,51,3/10/2016,4/6/2016,,14:18,21:50,2/25/2016,82e0f062-43bd-4db7-8533-092ba66c7e34,,
20f172e1-dba6-4264-9fad-7ec34f09869f,true,true,87,4/15/2016,7/13/2015,,3:52,7:11,11/15/2015,fd760b05-074d-4567-9a87-9c25d302bb84,,
5c7144a7-7f4b-47a6-b46b-3d406c177301,false,true,35,2/14/2016,4/28/2016,,8:31,11:52,6/16/2016,90fc35f5-76e2-411d-97fc-f272e3cb5f5d,,
94d7f726-40de-443f-b44a-cc872c8f56c0,false,true,74,7/18/2015,11/22/2015,,14:33,21:33,3/4/2016,f1474a51-fc36-4b12-b9bf-16d334c27d84,10/24/2015,8a2004a5-815c-442f-9c62-772ec4b1b515
37f9e869-1887-4374-a5dc-2cb2c1419b96,true,true,55,1/10/2016,5/21/2016,,21:45,19:12,10/23/2015,1339c05c-a8d1-4c28-a607-b7ddf06bbffb,,
c3da5c79-43bc-4db3-b340-a51a7aee15b0,true,false,76,12/29/2015,11/11/2015,,7:12,4:08,11/8/2015,c71ce0d5-2e9b-48d5-801d-b95f41ed8334,,
8a8fd645-937b-49a0-ba32-9a2a54485a9f,false,false,12,3/31/2016,11/12/2015,,9:52,10:31,8/16/2015,2206c77d-25e4-4fde-b0ae-1aac0deed88a,,
82da9312-bb51-4721-9b52-9bf959cf0652,true,true,16,8/27/2015,5/6/2016,,6:20,10:00,9/22/2015,7b1f5d8a-e3f0-453b-b460-79604a47d55c,3/17/2016,2ddf2315-a91d-4a72-9e47-c48e64af8146
2d58db8e-86e6-45cb-972b-e40bf848dfb7,false,true,29,6/21/2016,5/17/2016,,19:22,22:58,9/2/2015,41b36f63-1117-49be-8342-193b6ac7bd31,,
66d4088c-e15c-40b2-abd2-6f39bebdbc80,false,true,12,8/21/2015,11/30/2015,,20:52,2:26,2/15/2016,52fb22e2-eec1-4691-9564-e48150f7c7ca,,
35d98d16-fd04-47f0-8055-83a69eb5b7d9,false,false,41,3/10/2016,6/1/2016,,23:17,19:25,5/14/2016,a8cd1bdb-3b7d-481d-9ed1-770a30a47cbb,,
0b371dbe-85b6-4f19-8fba-c9ad3a300813,false,true,29,7/1/2015,5/20/2016,,11:21,6:15,10/29/2015,60149a6a-df50-4c01-bf0b-defacf5a497f,10/20/2015,fba10bb3-076c-4e7c-87db-880a483ab7a6
53b1c15f-b955-4469-8566-50fac73bd281,true,true,98,9/25/2015,8/19/2015,,9:46,9:30,9/29/2015,2641750c-4e1d-49e4-9bba-abe17cc41e4e,,
d7a02986-6839-4d37-b9ef-630e89ab70b2,true,true,25,12/17/2015,11/3/2015,,11:09,20:45,4/28/2016,d339a7f5-5f7d-489b-9d3f-6db4a1aef97b,,
2fd88cfe-9c15-4dfd-9898-ab5e068355d9,false,true,69,7/14/2015,3/22/2016,,11:03,11:40,3/22/2016,cfcfbf68-1e58-4aea-96bd-db939a8ccffc,,
486216f8-f4c1-4083-aa17-c7fa70fecbc9,true,false,33,7/14/2015,2/5/2016,,6:08,13:42,9/29/2015,5b882852-fd71-4105-874c-7255aaf46863,,
fb0768f8-f0a8-4620-a4cd-3ca262c80daa,false,true,60,4/4/2016,7/21/2015,,8:48,18:11,10/25/2015,65920681-c1e2-407f-b492-eb9fb4135b69,,
05f80793-ddd3-4692-baef-47336fd5a96a,true,true,73,4/6/2016,10/9/2015,,11:03,23:47,11/29/2015,8af26768-e169-4fe4-ab93-1098e2c33b37,,
07074312-2a3a-4d8b-aca6-d226565987d0,false,false,23,3/9/2016,3/7/2016,,0:33,20:08,11/4/2015,d004f412-85d4-451b-8203-4711b90086e0,,
9cd49ea8-0245-4cb7-8c0b-721026ee1b4f,true,true,90,10/11/2015,10/8/2015,,3:29,5:36,9/5/2015,c974c817-c754-48f6-b744-b855043b95c4,,
e7405521-00a6-400d-a4cd-0974d82bcbb8,true,true,70,7/20/2015,2/25/2016,,20:30,6:50,2/19/2016,3a0028ba-cc61-4c25-9f0e-c35913ee24a4,,
13694b21-2cf2-4f7e-a734-cff7a09fc9af,true,false,49,11/21/2015,7/18/2015,,22:03,16:05,9/12/2015,82dd7c01-f053-4002-9ea4-9e9ebac166ab,6/25/2016,d39689ec-45eb-4a52-986a-20cb09e52523
ceb50862-d420-4763-bc62-ce0bbdc64276,false,false,56,12/8/2015,7/22/2015,,19:25,2:12,4/22/2016,5db241c8-0d5f-460d-985c-4fd34748bf55,,
3f08fe07-7fa2-49cf-97c1-dbdc2c3905a6,true,false,40,7/8/2015,1/28/2016,,9:47,15:48,7/24/2015,6ffe4cbd-eccd-466f-9dea-e129d99e124b,,
3af1f781-14cd-4fec-b771-1c6e05b77d18,true,false,67,12/19/2015,10/24/2015,,9:13,8:59,9/20/2015,b7af8486-5265-4bf0-8d45-aed271476bf6,,
bf9e64b6-9654-45d5-bca9-42cf3ecf6bc4,false,true,100,1/28/2016,1/30/2016,,21:22,5:20,5/3/2016,5078166e-5d79-4fd3-9365-e5f5786505e5,4/25/2016,3c96a15d-2850-4d0d-aaa7-60525fd3667f
a02163a6-e13e-4362-8cdf-b41882166a1c,true,true,61,10/29/2015,3/9/2016,,16:26,22:03,4/16/2016,e6b07136-1ea6-44cb-8776-15ab07a525c0,,
78343a5c-332f-4ced-950a-5d4a680ecd38,true,false,63,4/29/2016,5/23/2016,,7:28,12:45,3/14/2016,8fa70211-6509-4b94-9976-8746ad18d416,,
0f3cc769-69e2-4296-830e-7044dcca56d2,true,true,15,12/5/2015,2/3/2016,,5:16,15:26,1/12/2016,df5ceb24-0622-4f19-bca6-7e7430ee024e,,
fc8aedcc-bfd0-458c-803f-16fa36e222b9,false,false,43,1/28/2016,1/11/2016,,14:47,20:03,7/22/2015,45b009db-2af7-4fc3-9bac-3135b6c60567,,
3e791242-65ea-41ef-acaf-aff4eba19fb6,true,false,89,4/12/2016,5/12/2016,,5:11,2:19,7/22/2015,e84ddeec-6903-4234-b34b-5bcbc80da957,,
1d5ff2eb-57ef-4000-b79e-148d87558212,true,false,14,5/22/2016,2/21/2016,,1:58,13:17,1/22/2016,53a4f86c-9bb0-4cd1-b58c-9373ebf677f3,,
09e874a6-67b8-4dee-b17e-1e200c96c78f,true,true,15,7/26/2015,11/22/2015,,12:18,12:09,2/18/2016,e7b57a0d-51be-41fe-b1ae-e08b596c75ca,,
74b7356d-6b88-4714-adac-c17e4e930850,true,true,25,8/3/2015,8/5/2015,,12:12,22:14,4/1/2016,dcec7c74-7401-484f-b824-e360ef9f154c,,
64804979-e103-4f2b-b002-843c36255578,false,false,78,7/3/2015,4/28/2016,,9:07,20:51,4/22/2016,02184298-5d54-4da1-a15b-8fcba613b5dc,,
2cb83f43-f199-4dec-ba36-98d9f69714ae,false,true,10,6/3/2016,12/24/2015,,1:22,8:09,7/18/2015,9fefdb17-d20a-44be-a63c-6b245eb646d9,,
24087e10-270d-473c-bf03-3d15f542443d,true,true,79,4/18/2016,1/13/2016,,17:37,3:06,4/17/2016,0178af73-c710-4517-84ec-67bcdb8eb32e,,
fd76b2e0-4284-4458-a1ab-f986d0a7ee93,false,true,61,9/21/2015,4/19/2016,,0:12,17:26,3/9/2016,c9c85368-3781-4212-bd58-085a47e2926a,9/27/2015,ac7a87f3-2f7b-44d3-a505-8a47f4eeb185
a01689bb-3487-4a15-8788-1127608c8028,false,true,52,6/17/2016,11/3/2015,,7:46,12:55,8/22/2015,ee438f0d-562c-48fc-9f72-1c5588e2b052,1/17/2016,50fe6365-e957-4ae1-9be1-b5856d9d14b1
4dc2d2f2-47a4-4002-845c-419cb24b15b0,false,false,82,9/17/2015,6/23/2016,,4:45,3:21,7/26/2015,8fef9451-54c2-4980-96ca-be626ea3fca5,,
30f1646f-4b7e-4129-9fa3-f337b37a2a9d,true,true,55,10/4/2015,8/15/2015,,14:07,3:12,8/31/2015,9112344a-8044-4736-9452-62f30c5e9c09,11/18/2015,99ae77fe-40d9-4e66-8382-256249eb4544
f68ca3b2-9d96-438b-9dfe-8d858f3fde62,true,false,47,7/21/2015,10/6/2015,,6:24,14:34,12/14/2015,52fb22e2-eec1-4691-9564-e48150f7c7ca,,
6f19efbc-261f-4500-9b53-7336f400aa19,true,false,16,12/5/2015,2/4/2016,,0:47,17:42,5/12/2016,58871f69-09ca-4752-80a1-8495cf3ca575,,
db78f24d-3aac-4d5c-9da5-2eba7f6989f2,false,true,12,3/25/2016,10/13/2015,,3:21,15:38,9/3/2015,03f8b58d-826b-4825-badf-9e86120480b2,,
0f947871-855b-4a26-a94b-797d8556ba00,false,false,31,4/12/2016,12/27/2015,,13:33,1:28,2/5/2016,e84ddeec-6903-4234-b34b-5bcbc80da957,,
e2bc0fe0-dacc-4d5b-91db-2a49d1f47e6a,false,false,83,11/17/2015,9/29/2015,,9:07,14:15,10/27/2015,4a2466e2-fbf0-488b-822e-9affdec4120e,,
4d137e28-9730-460d-b77b-bb6a68ae44cc,true,true,64,9/20/2015,7/8/2015,,8:52,19:14,7/10/2015,b7238c63-ea92-43c0-9901-65bd234e8552,,
f10739c7-3c4d-4759-91df-c6aa2045470f,false,true,50,10/7/2015,1/8/2016,,8:30,1:44,5/7/2016,ca39a20a-0a2d-4c0f-9544-4c8548c50c16,,
d147cd99-d941-4563-a172-25614533446a,true,true,59,3/6/2016,1/16/2016,,17:19,0:43,9/15/2015,5018f805-b6b6-4380-b0c1-d4a016d77128,,
2b9c4b46-b551-4851-9272-ebaf2caec16f,false,false,93,1/14/2016,1/10/2016,,5:34,8:17,6/2/2016,2615be02-6154-4153-95b8-b9337aa1e4a2,,
95f06fd6-437a-422b-aca5-d3db645353bb,false,true,49,8/13/2015,7/19/2015,,14:14,1:43,12/31/2015,f1ef90a3-65ba-4697-9cc5-9b6015cdc7b0,1/21/2016,b8c39558-8ced-4692-86e8-1fae2139c50c
b0d28b5a-d449-4f7d-a19d-7c4afe4e168c,true,false,47,3/8/2016,3/11/2016,,19:59,7:49,9/4/2015,e1488e1c-b0cc-416d-ab58-3c0bcbcb45c6,,
274ba299-e69d-4d64-87d8-ec9b327d6cc0,false,false,21,2/25/2016,7/13/2015,,7:30,5:11,2/13/2016,42af2b4c-4e46-4d7c-968e-e0b062a31a96,,
232d9aba-412f-4ed5-8704-50d21472824f,true,false,82,10/11/2015,5/28/2016,,5:31,8:04,12/10/2015,dfd51299-9603-47b1-bbd0-6f2cd39f7827,,
156a2a33-35ec-4383-9ff1-6eb36e5b6dc3,true,false,40,1/30/2016,3/28/2016,,20:57,22:53,8/18/2015,cd8b9dc5-e5b0-4bae-81c6-135eb4731d2c,,
daa023f1-4a57-4cc0-adba-9046c3f367f8,false,false,43,6/19/2016,5/3/2016,,14:02,4:04,9/16/2015,a61154a2-8cba-48b9-a8cc-771fb6526434,,
be887d55-4a2b-457f-8063-a5d0ae996bd7,true,false,58,10/29/2015,2/21/2016,,23:36,0:36,10/1/2015,26e8f0e9-4d7d-47d1-962b-4fe93f303181,,
8d4c1093-ec78-478f-b9fb-e0b9507d190d,false,false,97,9/26/2015,3/22/2016,,8:29,23:44,4/30/2016,1e408428-a06b-47da-92f9-25ea733c9f27,,
743f07d9-49ff-4d42-805b-5e942a77631e,true,true,91,4/2/2016,3/28/2016,,6:23,21:59,3/10/2016,aff7945c-b086-466d-b422-6769f4b3bbc3,,
bb4dbcbc-4100-4687-909e-af570ba5b13a,false,false,56,11/1/2015,5/12/2016,,14:20,5:51,9/8/2015,2aef9628-4b04-4686-b395-d28775284179,,
5cf405d1-a4ff-42a9-bb9b-9bab57d56794,true,false,6,11/15/2015,2/15/2016,,5:24,16:10,7/9/2015,5315ca78-6ed0-4a89-93b9-afe3702429b4,,
03b6735f-d67a-4f5c-b910-a313a831f711,true,true,48,2/25/2016,5/28/2016,,17:20,23:33,3/27/2016,17042285-d761-4b0d-bb67-a7e0a3e307f2,,
ced90482-e822-4cca-814a-1bbe98600be1,true,true,26,3/12/2016,1/6/2016,,21:01,7:29,4/23/2016,6b723451-23dd-45c2-a3e5-d6a24474c73f,,
436b89fe-155b-41e2-aa2c-42bce9489c6d,false,true,67,4/28/2016,2/14/2016,,9:12,18:20,11/29/2015,bb630890-9e6b-4d1d-8d84-d73777246531,,
f4da024a-b252-4009-9e6e-79e3a6cc11c0,true,false,23,12/18/2015,9/8/2015,,7:37,11:36,7/31/2015,b570bee0-8200-4423-805b-26dba4941bbe,,
83971de5-0135-45b4-9ffc-ff4b1fb69a5c,true,true,9,3/26/2016,12/5/2015,,1:18,23:19,11/12/2015,2fdc3114-73c8-4963-ad0d-e3b646fa8a84,,
b992217d-f1b4-49c2-964a-24b14e6de87a,false,true,81,2/26/2016,7/13/2015,,8:26,23:54,12/20/2015,8af26768-e169-4fe4-ab93-1098e2c33b37,,
834077ea-89d5-4223-99fd-353a91d4399a,true,true,78,6/5/2016,10/6/2015,,21:48,13:54,7/26/2015,90fc35f5-76e2-411d-97fc-f272e3cb5f5d,,
723bd4fc-f8b0-4907-b5ca-a51ee8caf442,false,true,9,6/4/2016,11/29/2015,,22:56,7:38,7/19/2015,24d2de09-cfba-4eff-80ad-8b75552cc306,,
4c9a0109-8faa-4608-8453-efefb59efa3e,false,true,83,9/8/2015,4/8/2016,,14:59,13:30,10/12/2015,3c96a15d-2850-4d0d-aaa7-60525fd3667f,,
1cab8847-ec4a-4a67-bb15-4dfd7d359db1,true,false,6,3/27/2016,10/3/2015,,23:20,12:43,3/23/2016,31672f6f-8bb9-40cb-9f0c-537372be1ce2,,
6cd32780-09e7-4880-aab1-fb8f2d2c8c6f,false,true,54,6/16/2016,7/20/2015,,11:04,2:07,3/21/2016,2b429af7-7715-41ad-9ac6-3ff0dd055e5d,,
2c9230b7-965d-48ac-99f3-8317deece509,false,true,74,8/16/2015,10/29/2015,,3:43,21:24,7/19/2015,42d1ce1e-7ad0-4d4a-b2ba-e6e0b73dcac7,,
9dae5b4d-e338-41f4-85e2-e0c8cf10a509,true,true,42,12/20/2015,3/1/2016,,3:02,13:59,8/3/2015,36743c91-88a7-4eec-b86b-ef437b41fb3c,,
4056d33b-24d4-4b0e-bebf-a34d5640ca36,true,true,83,6/27/2016,9/28/2015,,9:26,6:56,3/26/2016,d03a1cb4-26fd-4aea-93a1-5cf1ca9cbc34,,
6c4ccdf7-02c8-4829-a07c-e5f13c650ff4,true,true,98,3/4/2016,5/22/2016,,9:35,8:17,8/27/2015,f9559bae-76a3-420a-bb20-01c04d83df13,,
f92fe4a5-e4e6-4be6-aa16-028523345d67,false,true,29,1/2/2016,7/7/2015,,12:40,17:52,4/6/2016,970d6fda-8887-4364-86ba-4ae303ca5a6d,4/25/2016,67a7a600-42c6-4b05-bb3a-cc8944bb1223
9073a750-6e0c-4653-a8ca-e64ff466fa7f,false,false,40,3/25/2016,7/3/2015,,22:32,14:12,12/16/2015,ce245a18-a926-492f-b533-3f7ef1212195,,
9ac46d25-59f7-4b97-bfcf-74aa4573e9aa,true,false,79,8/27/2015,12/21/2015,,20:49,23:00,10/22/2015,fa3150ad-9ec6-463c-a6ab-67811b117a56,,
b3f3eb41-f718-4853-8d5a-d2d16e0ccc04,false,false,19,5/17/2016,9/6/2015,,1:58,14:20,12/16/2015,d004f412-85d4-451b-8203-4711b90086e0,,
c41f5984-32d4-4dd4-ac0b-3b60e0d93398,true,false,100,12/13/2015,1/3/2016,,21:25,2:27,11/28/2015,3dae723b-33a6-40df-ad96-150dd5fcbaaa,,
352bc536-03c9-4dd5-ad7a-ffe3ba9253d3,true,false,82,10/14/2015,3/16/2016,,21:43,13:12,10/29/2015,5d88abd1-696a-4b62-b97f-0d459977829d,,
7005a3df-14f8-4d5e-b902-8363a04ffc28,true,true,7,10/18/2015,11/30/2015,,11:08,10:18,9/7/2015,91ebe0ed-81b2-40ce-9cb8-37d7f8f8e5f5,,
95c139b1-f21e-466e-af52-810ce1cc332e,true,false,3,10/18/2015,8/22/2015,,11:17,0:27,8/10/2015,f6412e30-2028-432b-b206-a8e0a5a93dc6,,
798d599a-2ea2-486a-94d9-27a8f531be74,false,false,6,12/10/2015,2/5/2016,,12:35,13:29,10/8/2015,f6ee3e41-df66-4f2c-88b7-b38de5e7c5ee,,
6a4932f5-6a44-46d2-a095-37591a22f406,false,false,41,2/18/2016,11/5/2015,,20:48,7:23,11/12/2015,15985625-182b-40cb-929d-01c93eb78b9e,12/1/2015,abfc4bb4-2e57-4b34-b59f-e5ba0df56c3b
5fd2d56f-1174-4d23-88c9-8b0f3c498f7b,false,true,1,7/19/2015,9/6/2015,,19:57,17:05,6/26/2016,1fd2805f-df09-4bfe-9cd1-b25ec5f8220b,,
7f2e08a1-3fd5-44d3-bef3-1d897022f908,false,true,93,4/16/2016,11/27/2015,,4:42,11:17,5/1/2016,3eb854a2-6f68-4aac-bdb7-66e05b84a568,,
15a3914f-bc9c-4d08-b978-2c23d75e676c,true,false,19,11/1/2015,1/4/2016,,2:39,5:43,12/5/2015,dd452188-9829-45a5-b157-405d4027adfd,,
f3fafc9d-2061-4640-85aa-cee565cbbcae,false,true,98,2/1/2016,5/5/2016,,2:16,12:58,9/10/2015,bb63c9aa-5041-4a6c-990b-38b22b903a61,2/1/2016,f34b32d7-4acb-4b27-a10d-d38ff93d98a6
a5340abc-600d-4254-9386-10ab7d60b55d,true,true,22,5/13/2016,7/1/2015,,8:27,16:22,9/15/2015,5a16f937-8981-4d4b-bef1-dbbf7e2ca6d1,,
29cfccd6-ab2e-4570-8dde-96f18e4f5eda,true,false,2,8/23/2015,9/16/2015,,23:45,9:01,4/15/2016,dfd51299-9603-47b1-bbd0-6f2cd39f7827,9/5/2015,e01217a4-e952-428d-857b-68b8d5b4ca39
7b00895a-8fa9-40bc-b8d9-0be0a6a0824a,false,false,39,4/27/2016,10/25/2015,,11:51,8:27,8/12/2015,ccac67dc-1e66-42ce-bdef-05bd6d85f424,,
