organization_id,address_id,address,latitude,longitude,created,created_by,updated,updated_by,active
f9579625-94c0-473c-b3d2-8a4b1bdff74a,4e666122-1a08-4a47-82bd-e6fd3ffba557,37 Menomonie Point,40.89877,120.99686,3/14/2016,1318ba52-cbce-4932-9c6a-0c2a947a60a0,,,false
abcf2968-21aa-4c63-be58-65fa311e03bc,882099c9-0d88-461f-96fb-c3c35c849bc1,90957 Darwin Place,10.17793,-66.74648,1/8/2016,6adeaea1-694d-4de2-909e-1ffc7b035312,,,false
17727ea1-1e25-4169-b6e7-a14baef09bca,e7c64851-f1bf-4c70-988d-a53749c136c8,77 American Parkway,12.11381,5.92427,8/28/2015,227430d9-31da-462b-bfcf-4d04d196c100,10/11/2015,26083974-6a5d-4e88-b0ac-153408940be9,false
84ef9fc8-b00c-4e46-9a0c-43c88601fcd6,373f01be-3eb4-4463-9298-e0c0d2fdf490,29 Kensington Trail,,,7/29/2015,20fd9dad-3811-4044-8c74-48b359f52afe,,,true
740d8198-4fc3-47df-b586-25d0c976fa05,b17903b7-7b66-4975-af71-e1a074be8710,023 Esker Crossing,36.10306,127.48889,5/13/2016,76aa3ba0-bdbc-4bdd-8a81-d85b667bfcb3,,,true
5333a55b-e705-4cf5-af6c-5f5a6831c28a,a666aaa0-99b8-4646-8eed-755636545a45,322 Maywood Drive,-9.6936,119.4562,12/11/2015,fe43c4ba-7cf4-496f-a7b8-6c46fae42e09,,,false
4d17cecd-3077-45ed-91ac-437c38f1a0e9,ee2c6b20-3330-48b0-879f-3efc3ef092bf,54580 Ridgeview Street,26.21804,117.22912,9/13/2015,2bf387a8-f067-4d03-921a-65b76249f049,,,true
922abd5f-257b-4a4f-9f9c-9db3c551d280,5acd6e0d-0c57-4e6e-8993-1b2a4cb018e6,9964 Claremont Place,-10.74167,-40.36083,8/30/2015,dfd8834b-5d90-4a21-9576-04da955660c0,,,false
c829e5c8-43a9-4a74-b0c8-c4a207d178a1,264128ee-6a37-40a0-ae90-fd7a2364d9ce,7986 David Avenue,-19.69194,-43.92333,2/27/2016,f6fcb0dd-e06e-4343-bb76-64d64b34d8c2,,,false
740d8198-4fc3-47df-b586-25d0c976fa05,c86a7789-d699-4723-ad84-28853abbc2c6,3565 High Crossing Terrace,,,4/29/2016,32b1ba9f-ac4c-4711-87ea-1622e23d48df,,,true
cfd19275-008d-4ba9-aa21-d22bdde29542,003b546a-58b3-4a5e-aa28-4cae0df6acff,33 Badeau Street,29.60831,103.48603,8/31/2015,26a67614-10fa-4bd3-8245-ff35c3f5d7ef,,,false
7f6cdcf4-3a13-4d8f-aca4-22407e66a629,1c747d67-dbc9-4c8d-8663-ae090d2aa81d,756 Sugar Road,25.47693,119.11064,8/26/2015,de166b84-5d02-48cb-bd29-4b4851dbe03f,,,true
48e5897c-9daf-429b-8b1a-544d3a5701e2,cba63020-7556-4a3c-9c2d-d091270ac1c2,33720 Longview Way,,,10/2/2015,e1f7e784-d0eb-4cc0-ae02-adc6571fdf43,,,false
7d19dba5-0ac6-4e73-9ef4-bb596b992802,04816ad4-b15d-4dca-917d-06f7b838150f,4 Victoria Way,-1.80217,-79.53443,8/8/2015,4f263260-c04e-46b9-a7d0-eff5a38eafec,,,false
aff779d1-46cd-419d-a195-5bb531942203,5b734f23-c633-4472-a7cd-adaec7f381df,399 Summerview Circle,30.08274,106.32376,7/13/2015,1ee2a077-a466-44f5-9c7d-dd91ed463e6b,,,true
7c6e19bd-cb8f-4e04-9650-f1b1725e188c,588a1b5c-3f44-4238-b0d3-72301e082bc3,08 Barby Pass,20.95045,107.07336,1/2/2016,653fceb3-5a87-4b40-b7cc-e27bacd90f61,,,false
6b631e22-2b73-4a47-a030-9f9e08e6e891,911fa1cd-641d-460f-b2d6-8bfb27c415e3,80986 Jackson Road,33.71667,130.43333,2/2/2016,c1cf9386-0c4d-44af-9d36-134fce98b38a,,,true
87ca7ebc-2b4c-4139-95ca-1b871b31da59,61b7ae64-85a4-4ee6-9cf6-8074266e2f93,70923 Carioca Drive,1.531,110.3442,5/8/2016,47c1e4ea-2352-4acc-9d06-1087fda497eb,,,false
df5e81cf-1557-44ec-8600-dc9217a769db,5786ae9d-51c9-4413-acc3-961ed6098b7d,576 Lyons Street,9.7846,124.1745,2/12/2016,46d18f56-7e55-40aa-9da5-f22b6fe245f1,10/2/2015,eaa9d0a5-f4b5-4fb5-af14-3811ad54095a,false
ec8b7e86-cc31-46e4-ad43-a34b18545595,081a36d0-f8bc-4259-9dfc-2a52a6776292,97040 Monica Court,-6.6677,111.1028,2/16/2016,7ae55b92-812d-4149-a403-bef93039f1fa,,,false
d24decc3-b6ff-4c5a-9168-5439d3865e50,2f64259c-1bb0-437b-a0a9-1abcc276a255,868 Aberg Crossing,39.81364,113.04906,4/25/2016,0f246858-b01e-4359-8a6f-d95e7a0a11ac,,,false
0f719dfc-ae2b-434b-a9ee-69ede6222208,b1a4bc05-4bc4-449e-b8f0-a66c80f7b9d1,675 Fieldstone Court,,,11/14/2015,b4ad976f-9d72-4cd2-acbc-65e953a88723,,,true
f371befd-5a1a-4ea3-9ceb-e763f0629ae5,6a33000c-7da8-4ef9-9ed2-d7dcb3d64531,7 Brickson Park Hill,55.0218,82.202,4/29/2016,2fb5dfed-617b-4efa-89af-d08ca2a92c00,1/9/2016,a5947aae-1367-4ada-8225-6554a79f2dfb,true
718e8d39-d3ec-42f4-9dd7-dbe5ff31f3a4,6a4c94ed-e671-4ef3-bb29-c9f2b939f23f,59216 Monterey Trail,53.033,5.6589,7/2/2015,328133a5-72cf-44cd-8c62-36f6c7d34a08,,,false
53a8fa55-160c-455a-8845-9dd96f743409,3dea138f-60c0-41c0-afdd-002e8dbe105e,843 Rockefeller Avenue,48.15188,40.17925,7/24/2015,f2c3efa1-c8ab-4415-b30f-4edec8157373,8/5/2015,9d46f9c7-b99a-4662-bfc0-5e78ba8733bf,false
003ab329-52e2-4454-a77a-372e54b4ac52,70f89f48-2783-4432-8ad8-3a9b1f88b7c3,4694 Oriole Court,,,12/9/2015,9223509c-790d-4c19-bd9d-3a1f7748c33c,,,true
7d647d4e-2d26-45e9-9171-7b90477e1106,ab338fb0-0859-4646-b3bd-582116998643,70 Gina Park,41.2891,110.22423,5/21/2016,9d54108d-fdb4-4314-bb6f-4a92749e353c,,,false
7f465018-7bdc-4410-80de-5b6adab671c5,d904bc3b-aaca-487e-8f4c-d74b503ce97c,3 Crowley Way,-7.4574,107.6758,2/13/2016,b9027318-cdcc-43c5-a70e-8304b8e3a9d2,,,false
d64c437d-44e2-448c-a9b3-7762a95293a7,dc217c9f-7262-4c2b-9dd5-f1ff5c145312,41551 Elmside Point,55.6065,159.64266,6/25/2016,1d46eae4-b563-476f-964b-770745600a3a,,,false
462021fa-76fd-414d-be38-44ce8bbba537,8edd1335-37f4-447f-889d-05170582d8c1,72 Schmedeman Parkway,-22.76111,-47.15417,5/20/2016,7b42d25f-9eac-493f-a818-94b48496ba7f,,,false
22d99b93-5101-44c5-a507-0e16616c261b,773ad51a-174a-484c-932d-ab1db34219a1,51729 Warbler Circle,,,10/12/2015,d1dab693-45c0-487f-9bdb-09b5cf83adfa,,,true
905b338b-bab3-49e9-9e77-7f599a2236f2,edb2b591-c080-46b2-b8db-e2646001da8a,31 Lindbergh Parkway,43.78882,18.16049,8/11/2015,a75cc602-78ea-456d-9885-3aadadd5005c,,,false
090ea0f9-e11b-4194-b328-d9b9e567f6f0,621a6e49-b44c-4618-8422-e7e385066eec,17 Moulton Park,19.53784,110.53598,4/1/2016,f60f3c69-9ea6-4574-82b4-13e78f9e57bb,,,false
7cf30e4b-b595-41b0-bf98-8a0228bd4df4,2d74f19f-ffc3-466f-ad77-762f013a8b94,02383 Prairie Rose Pass,28.29669,107.07474,12/30/2015,62fd8a48-6331-4735-a82f-b7e1c19fd54b,,,true
b3745883-07f2-4a0a-94bc-950136f47ce8,53a70278-c226-499b-8d7d-00b1490a1e23,16 Little Fleur Alley,50.5877,13.80803,4/25/2016,0f246858-b01e-4359-8a6f-d95e7a0a11ac,,,true
88030737-b505-4d54-8fff-6b7cd9b1eaee,34ae489f-4611-4042-b34d-19df15507f5e,56320 Vermont Crossing,45.45727,28.29317,8/17/2015,2e10d64f-6586-459e-9410-e75c14e8e86e,,,true
cd884abf-8a99-4dc6-a927-6738d7ef497e,63919f1d-3a61-4635-9e96-1e3e22ef46f4,660 Rowland Crossing,41.4,20.2,6/7/2016,eda06039-8022-4be8-b730-a4846164077a,,,false
db4c40c3-6597-422e-8739-38630be0478e,3103f77a-bb98-4058-ae31-c9a7aa85ffb9,75445 Redwing Hill,27.92873,115.09341,7/12/2015,85cb8fa4-55cf-436e-b053-c012edb7ee55,,,false
3a929e40-5373-4bc5-8f11-68518104efbc,80f9d39c-36c1-4f88-91ca-1bd85c484587,08148 Hudson Hill,37.99471,23.34324,7/8/2015,278c8fb4-053e-4d4d-bccf-4f8fb9f85e74,,,true
37d19c69-015e-4fc0-8644-ae8123186a91,2e2cb6c3-5b1e-48d6-b7ca-b146ef3b5ba7,00 Bartelt Center,-7.3288,108.0784,12/25/2015,6c0cf2eb-9f6e-40e0-b9df-e6a3aafedb1b,,,true
403be6ed-c490-4cd6-aa56-5da5b83f3bdd,4ed0229c-59c3-4473-9437-1b5809609833,434 Dexter Way,,,1/28/2016,2519c192-033a-44bc-b41e-69c5e7324f61,,,false
ad6669a2-d67e-4cf0-a417-c215f2e26b15,e4608aad-0c96-4069-b039-c0a455f5db10,3650 Morningstar Avenue,43.28801,132.45586,9/1/2015,278c8fb4-053e-4d4d-bccf-4f8fb9f85e74,,,true
47c88eae-253c-45c1-ab92-200d1aa7bef6,3ac2484f-71b8-4f18-9a20-ec04ebf255ca,26 Everett Street,29.36097,116.48293,10/18/2015,47501f69-edbf-453c-b296-aa7dec786482,,,true
23060b42-5667-42a7-9a05-2d42017d5eee,f7a01794-52bd-4c5b-ad34-a71bf5cca48d,28 Veith Road,58.99004,23.24441,11/29/2015,671f16b5-d44d-4046-8ed6-8a507dcdb2bd,,,true
5ddde1a7-48bc-4431-8119-ae0671d4bed7,921e4a24-004c-4cb1-923a-0ebc1627ebf6,3 Hoard Court,53.50806,-6.4625,10/24/2015,d880d0b0-4760-4ecf-95a5-f155254f62d0,5/15/2016,3f43b46d-e781-4819-9693-8325adce62a1,false
ef42d7df-8d1c-45a2-9add-589cf2cff7b3,b4548b9b-e2ca-4602-ac08-b7a8d198e2f8,582 Dwight Lane,-22.52306,-44.10417,9/13/2015,f13f78fa-a0e5-4f14-9417-be335df4b4c3,,,true
3426935d-8813-428c-9c02-3eed4054e0f4,e405c98c-8e32-4dc9-8a87-32ece458fd18,34940 Duke Point,-7.0638,113.5187,3/13/2016,4034a42c-f2f2-40a4-9900-1211e0da8e96,,,true
9858809d-21e3-4b3d-b9f7-3f134c12020e,e65507db-bad5-44da-b47c-c0f6c8287d36,67959 Roth Avenue,30.15414,68.5728,7/12/2015,4c95fd00-b2a7-4fe5-b06e-f39854a9116c,,,true
9f8a6384-ef88-49b7-afc1-3252c24a9e3f,d73057f6-ed74-4828-98ba-c30e0bcf5e03,844 Judy Lane,45.48338,-71.66577,5/9/2016,fb057036-771b-455e-85f7-4641daa9a365,,,true
f371befd-5a1a-4ea3-9ceb-e763f0629ae5,aca50d56-124e-43d9-aed7-eb80e1c96b93,01241 Tony Point,17.28764,100.0867,7/21/2015,47c1e4ea-2352-4acc-9d06-1087fda497eb,,,false
4d80cf2d-294a-4105-bdf1-6ee8e9c565e1,c59b673c-65bf-4d45-a7c5-edd96ddc1350,0637 Stuart Terrace,,,5/3/2016,6dcec433-e61d-440a-aeb4-4d099cee9a06,,,true
26387442-c054-4b00-af6e-ab9815acae11,113ae4ff-7a57-4849-b646-c33d5f513c93,869 Heath Park,45.03139,15.91444,6/27/2016,ba2ee7ba-4219-473e-9e36-03be9f6c8017,,,false
5278dd31-8693-41de-a0ad-4676ab2faa53,a032819d-2390-41c6-8146-357c548b7a46,185 Ronald Regan Plaza,49.65629,18.8591,11/10/2015,549b204f-b287-40b0-81a7-35d780e788a5,,,true
aeb8575d-d3bb-461e-a674-d029d6cdc35f,52348b08-8112-4198-bd2d-aecad83b8b9b,96 Coolidge Hill,46.6667,-1.4333,4/23/2016,da01688a-3f07-41e9-b630-037ea74a7549,,,true
1893056d-53a4-4220-90fd-dce8185f94db,23278daa-f266-460f-acc2-688addba8192,14392 Packers Park,16.10864,102.25808,12/6/2015,8c47d4e7-7271-41fa-8cdb-34c803b8755a,,,false
faa2b6c9-f5a3-4f0b-a42d-63d981cc9fbe,45e059a9-4c66-44ef-8717-48fcc16ce848,809 Autumn Leaf Drive,,,12/11/2015,a3515223-018e-45ba-acd0-5e036e5ca130,,,false
b1aeae57-2735-4669-b7be-7a70ab07c5a1,52a0a24d-0ffd-4f1a-bed4-4f7e1f82fbd1,71243 Gulseth Plaza,4.6118,101.1135,2/29/2016,17e9bbb8-d61e-4b9f-9c6d-97375f165435,,,false
af9d3e47-db5b-43a9-884b-44118f4f7b60,1ceb59fc-270f-4100-966a-bac90291e5c9,00 Fisk Lane,-23.08639,-46.95056,2/24/2016,36e5b073-e63a-453e-8262-e4b88b7c6553,,,false
f1da1f04-ffc0-48f0-b457-925fe3e12e22,2bbff948-19b6-445b-beae-1d9e36e3f0a6,50 Sachs Lane,19.40552,-70.37985,4/18/2016,d7f75f43-0d95-4faf-b0cc-08f946a8fedd,,,false
918fff46-b33e-428d-b3db-d2c44f80ec4d,f77f4dda-7fe6-4c1c-9e03-17555085dcac,0939 Dahle Junction,29.93244,108.27732,4/15/2016,9ec4ec99-d0f6-4e02-9601-ab001df95ecb,,,true
7c6e19bd-cb8f-4e04-9650-f1b1725e188c,98163ea4-c0fe-4fda-8d90-aba7f4f662bd,9 Maryland Point,27.43753,115.49762,7/24/2015,e9530889-cb7f-4c19-930d-a4a47d3f68e2,,,true
83536131-58cc-4aac-ad95-f08db973062b,b38d65ea-7386-4a1d-8972-81f6e3ebb018,0776 Kedzie Terrace,-8.4448,115.3195,7/24/2015,37cfd20b-8064-409f-9765-7db0f3acc213,,,false
770b2827-f3cb-4f09-80be-6d4657261f49,cbb27285-6693-4773-835b-f196939ae1f1,76793 Montana Alley,45.4024,19.58814,8/24/2015,c5b1213d-4cc0-4658-93f3-743255f8482e,,,false
eb362fa7-81d4-4e14-bc33-07a865115aec,88f649a1-be93-46a7-a5a3-2bf7800cb062,02 Kenwood Lane,-32.83369,-70.59827,4/8/2016,e367f1ea-1bec-4c82-bf77-8603bd8403d9,1/9/2016,d79fa1bb-d270-4b89-bcce-a27b79c012a9,true
5023d166-96ba-4362-af49-29504f3c1a1d,c72734c1-ac76-446e-a8a8-3a1eeab3b583,57 Old Gate Drive,-7.3205,108.7513,9/7/2015,b1b64a6a-8f27-4f03-b083-98f54c1a74b0,,,true
ff0c22f0-1e50-43da-b5a6-bb9366b27a5b,a6b4e150-8c98-42ff-bd31-1da471ed9ed6,2 Fisk Crossing,23.66915,112.88926,2/2/2016,6c0cf2eb-9f6e-40e0-b9df-e6a3aafedb1b,,,false
c2017bef-b059-44d0-8cba-c9115aeb42c8,1f73805b-bc52-41c6-8430-037745c544dd,331 Mesta Trail,44.53302,19.7625,7/8/2015,bc2415f8-884b-4359-911c-249588dc3cce,,,false
2f6680ab-65fb-4372-8a43-7dace5356bd5,63fdf5d3-c8cf-4593-ae24-f5b61e9f7cd9,0 Maple Center,34.9644,103.66049,6/30/2015,70195178-c5fe-4c0d-a4d7-ff7b7b046b99,,,false
e17e5698-5943-45e9-8874-dfe95748988f,68c93f22-f794-4b30-bfdb-3a90ee6aca6e,96 Packers Circle,24.89896,114.87812,2/20/2016,824ae133-f490-4904-bf91-415b2a60f1c1,,,false
8332f8af-8069-4cf2-994a-7396c5641f69,9cd9a6b4-3ef4-4f3d-999c-5753f6d60530,24054 Hallows Street,31.90991,70.87741,10/8/2015,3fe80e0b-c21d-4e0f-96a2-d26690f98259,,,true
e272aaec-3b66-457f-8639-5fbb58d4cab9,bb79a397-d283-4e15-8158-5150b804aa1a,183 Towne Street,,,9/28/2015,2a2529dc-21ec-486f-8bf2-c66a86c59c6a,,,false
b9b93ef6-e41e-421a-8cd0-df83823bc2f9,21841277-f6de-45f1-9f91-9c4c2baca68a,59 Lakeland Avenue,60.2976,5.3308,11/2/2015,df3c3919-10bd-41aa-b05f-c3ebb8c8d8fd,,,true
f1da1f04-ffc0-48f0-b457-925fe3e12e22,d5492e57-e276-4967-9958-0e86019107cb,040 Onsgard Way,32.52332,119.60708,4/4/2016,56451914-8d0b-4cf5-88d6-e66dad794909,,,false
53d642b7-f3bd-4f8a-aa54-9176ee45f41a,50b8013e-740e-4617-9ed8-f5be449d22d8,28 Merry Terrace,-7.4024,112.7692,5/2/2016,6e81ed8d-f9f6-4790-a5d8-d7e0ad4e2d2a,,,false
372d63ef-6bd9-448e-b7e0-24dc2ad86733,0345ab5f-4b9c-4c9e-82c1-e22889c85c8f,6 South Lane,9.91861,-68.30472,5/17/2016,8e7ec0e2-326a-4977-8d2d-1ad4900033de,,,false
861e6a8b-e5a9-402a-9e70-131ddad31778,fc405e9e-a4ce-494b-8db7-734d8e8cd53a,3024 Dennis Trail,49.54152,15.35932,12/22/2015,46b8fdcb-d0de-45fb-ad4b-e3f3bd5910e4,4/24/2016,62f702ea-ec92-4351-8a9e-4d3c3ddbd96d,true
0b6d5ec8-0dc1-4272-9aa9-da889480762e,f1fb977d-acf9-4127-8eb7-0e217e36528a,31 Farmco Street,40.82975,46.0178,9/14/2015,e3a1a499-311c-4f23-964f-ff6f3d112051,12/12/2015,25b7ac56-3e4e-4dfc-a861-c822334ba410,true
a046e548-5274-4bfb-88b6-39d74a0a1524,6acecab2-8366-4416-a220-75bb8654f072,6 2nd Street,-8.5707,115.2389,2/1/2016,daa6e071-7b92-4e77-89b6-b1cd8b5174a0,,,true
770b2827-f3cb-4f09-80be-6d4657261f49,b7fc1908-5561-4962-bba2-adbdc2130fb5,76 Manufacturers Terrace,-35.61667,174.5,4/28/2016,2d70625c-4ec2-4b91-bab2-b95d95ad0766,,,true
097f6576-54c2-424a-8196-28c698d016b8,94cf7fab-0d70-4ac9-b13a-81ff405dd573,753 Hintze Junction,14.85,-88.3,12/24/2015,3594f24a-b6be-43d1-a457-b5ceb23b74ea,,,true
62baec83-63f5-445d-8a29-8c7c4923528a,8142f68c-b03f-48f5-94f7-653f5ca35472,4 Village Road,34.57484,108.35744,4/11/2016,181e4a18-a84f-4812-8f0a-d3820600a42f,7/18/2015,c2b9dceb-193c-487d-8da5-b700f365271b,true
2ecb578d-031b-4bbc-88ce-7f60ca373606,3b0aaecd-a70a-44bc-9065-d045d2b1c9f9,077 Express Street,-10.2272,123.5266,10/19/2015,a03e789c-9ba6-4cbe-8c08-68d7b216f867,,,false
2b00b723-3873-4b45-97d1-3026b37692fb,3d7ce085-860b-4a58-9424-ab956be6ddbd,85625 Mockingbird Avenue,43.23611,23.12583,12/20/2015,e2420436-c68d-475a-b69c-04ba6bd441ef,,,false
7a553a9e-1ec9-4fc6-a494-f4e2c3da15f6,c6f574ac-37e6-4757-8a5f-bbca1db4ee74,421 Vera Trail,-8.6343,116.3714,6/1/2016,8860a5a9-9f51-4792-850a-c90989cfb299,,,true
644bc441-98a2-4864-b023-40639f0614c6,f43849df-7ae6-49e9-8f25-e54a5b707553,4 Rockefeller Plaza,-27.03026,28.60061,7/2/2015,8b1bdc60-c74c-43b0-95bc-9455894f6d27,,,false
b0906a37-df23-4f58-a440-a5af23cf7090,cedb1a31-a7db-40ea-9c20-62b6fe678d22,40825 Shoshone Crossing,35.43889,139.35972,11/1/2015,ad10f972-4c81-40b9-a9dd-c1a96d098787,,,true
401748eb-d074-4f84-8622-861a96f70122,adfbe3ae-35a7-4268-aa70-7d4aabadc61c,25958 Starling Junction,43.2969,5.3811,3/6/2016,194102b4-3f7c-44f8-b017-62f76c8bedca,,,true
c206f29d-6ba1-4b38-824c-20d349528490,db4efd79-75b3-4b35-b5bb-0f98142d5c61,15056 Bultman Alley,,,8/24/2015,93190677-2938-438a-88ad-74140a710165,5/25/2016,5e85a8b2-29f6-476c-ade7-d6b3b61a31d9,true
e74acea7-30ad-4f25-b90a-35a8a5eb156d,38e2e7ae-9bb0-4034-be05-6e74d0d9673f,5 Pine View Circle,-8.6331,116.4463,12/10/2015,b5976495-b5f7-4bad-9dc7-221a953f26b4,,,true
9d05a947-5c6f-4036-b605-78d159da33ed,3a607199-c0fc-47c1-ad18-9123f84c0259,410 Dottie Center,34.97631,128.32361,5/15/2016,9c9ae010-b95c-4db7-978b-00ab98d2ee6a,,,false
2d14ac96-40de-4ecf-aae6-6ca2e0f7c6f7,dc9cbde1-ed12-46ab-9062-e5e85a652ba5,82618 Sage Avenue,,,7/27/2015,85703a89-af10-43a2-94fc-2dd8b8329b9e,,,false
cc6a554c-1684-47c5-a56c-9b2051651e4e,be28a475-2d48-4f9e-818e-a29691f78939,58 Corben Plaza,33.04041,112.0254,1/4/2016,15881c8d-0d7c-495e-8b07-44baa34adc4f,,,true
a1dddd18-16c9-445d-9a69-91970439ea01,06155504-bf5f-4c0f-b8e0-1dec614df32d,4126 Sheridan Lane,45.80306,15.71806,12/17/2015,70d162ca-6aae-4e01-a3f2-fb46072285d0,9/12/2015,ecfedf67-bbeb-4a95-afde-02d335c38df6,false
fa822230-6b6a-4c9a-b467-0c2929e3720b,d548a08f-0d47-4b98-a784-95e44d9f339e,4172 Sheridan Trail,48.48745,23.62575,5/16/2016,bf446993-5fe8-478a-b531-8ceb819d10ba,,,false
1ef3b641-0e6d-4a65-9ba4-fcb20e1ac782,3a311122-bcb0-459f-ad80-1ab7ca135051,3617 Sloan Drive,-21.97895,27.84296,9/1/2015,3e26fbf8-79a1-4485-aa9b-2af455b31cbd,,,false
42eab55c-23b4-44ce-aed0-f2dcba0c70aa,49a37b30-200e-4897-832d-2f460662d107,75 Cambridge Crossing,,,12/8/2015,41513219-973d-4f19-963c-9f80a6adae6a,,,true
8d4efbf9-9250-4eb7-963c-b51f7056c7f6,ed2b244e-fc7c-4f26-a634-1c8a7d2ddc95,13080 Spaight Crossing,47.8,3.5667,7/16/2015,85d4692f-2515-4401-8760-99db930a91b8,,,false
dda95863-5dfd-4dc7-885c-d712ec0d5b14,5a193b96-d31e-42b5-8a2f-1ff7d9f97a57,5673 Vidon Junction,13.51824,99.95469,3/13/2016,ef6e9247-8c27-4da1-a940-c2e63849c455,,,false
5af12238-cea3-4a95-820f-663aad08c9c8,e5748e5e-f77e-4cde-a84a-c8612c0e843a,2343 Center Hill,55.93333,37.83333,10/24/2015,f2c3efa1-c8ab-4415-b30f-4edec8157373,,,true
3b5d8185-5aac-41dd-a68d-53413ca75f97,25e79176-c9d5-451b-a2fa-e7f8a2a4332c,20 Norway Maple Center,-3.02028,31.89583,3/3/2016,c98bf3c7-d07b-4624-9454-b1a799b11b92,,,true
dda95863-5dfd-4dc7-885c-d712ec0d5b14,3229f3bc-b6f4-4a23-9b9d-e0f8e1ed4b44,9359 Waxwing Hill,26.56378,113.60096,9/3/2015,3aa7b454-202b-4c3b-bab4-25c2834917b4,9/16/2015,c81ef068-efff-46bf-9f79-0a255fd3f4aa,true
a5523454-7d5d-4752-8fca-d812353d5261,baebf7f6-e2f5-4b7b-8374-8688246d4fb2,8254 Paget Terrace,-9.91667,-77.68333,10/16/2015,0fe54679-8c5b-483e-8621-9f49716af3df,,,false
dbc6d050-dd6e-4d73-9ede-cddae1233ce4,5ad98a0a-42bf-44b0-ad39-15dd603a0e88,8253 Tennessee Avenue,40.7389,-7.8722,12/6/2015,93895b49-f029-4a06-b2e4-785488793de9,,,false
8b541541-b5f9-43a2-957f-31f0969fb69d,4342e812-97ae-4931-a74a-18f52c5c3baa,95758 Cherokee Point,,,11/27/2015,e60b58e0-1782-4deb-ab04-53d1b37de7b6,,,true
0e20fb9b-bbe2-4ffa-8979-8fcb3e2e1a45,75ecf7d2-ca30-4b1f-b6e6-9105e58f076e,85090 Katie Plaza,25.85592,115.12788,10/31/2015,0d5db4e4-bbc2-4603-b9cb-83f2d5e785d2,,,false
