product_id,parent_product_id,name,description,is_service,price,use_parent_price,unit,tags,info,seq_no,upfront_fee,barcode,owner_id,currency_id,created,created_by,updated,updated_by,active
3377a57b-3050-4951-825f-0f9d268b84a6,,Aluminum Sesquichlorohydrate,,false,241.26,true,cm,dui vel,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,13,18.72,13537-144,,,12/12/2015,,6/9/2016,,true
50006cbb-a193-477e-bf3d-17e73a4c3dbf,,Ranitidine,,true,143.94,false,kg,sem duis,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,14,52.04,46122-041,,,8/6/2015,,7/25/2015,,false
dc13fac7-6d89-42a8-933f-43366f1d4587,,Bismuth subsalicylate,,true,320.11,false,l,non quam,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,15,83.84,41190-302,,,9/8/2015,,1/10/2016,,true
a767b40e-15e5-43a0-a2b7-17938c091d3d,,Tobramycin,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",true,365.76,true,lb,tristique est et tempus semper est quam pharetra magna,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,16,63.15,67457-428,,,7/28/2015,,1/7/2016,,true
c2e3e10a-9d7a-4e7b-8083-fd7787ef956e,,zolpidem tartrate,,true,455.97,false,each,congue etiam justo etiam pretium iaculis justo in hac habitasse,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,17,89.13,54569-5760,,,7/28/2015,,1/28/2016,,true
ec6efd51-f74d-4ffb-8bef-53772a8ed2ff,,ascorbic acid and cholecalciferol and sodium fluoride and vitamin A palmitate,,false,135.92,false,m,sed vel enim sit,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,18,47.55,54569-1280,,,1/1/2016,,12/4/2015,,false
2d6e602f-7bfb-480b-a696-9dca5f16d9d1,,Sodium Fluoride,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true,911.69,true,lb,ornare consequat lectus in est risus auctor sed,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,19,12.7,59088-106,,,9/21/2015,,3/10/2016,,true
6fb2e301-749a-439d-800b-9ce91c80cfa3,,Polyethylene Glycol 3350,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",false,297.55,true,l,ut erat,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,20,4.3,36800-181,,,4/26/2016,,1/9/2016,,false
295230e4-6bef-49bd-af97-c6f67301069d,,PREGABALIN,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",false,952.89,false,each,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,21,29.47,50436-6528,,,9/3/2015,,7/16/2015,,false
3b2ec2c0-f197-4c95-819e-fb57bed1b77d,,gemfibrozil,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",true,325.26,true,in,turpis nec euismod scelerisque,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,22,78.42,0071-0737,,,8/25/2015,,3/10/2016,,false
52cd1c15-bc00-49c9-9ccf-b79471c59da0,,"Molds, Penicillium Mix","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",false,73.24,false,kg,luctus nec molestie sed justo pellentesque viverra pede ac,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,23,57.47,65044-5168,,,11/15/2015,,4/25/2016,,true
356b953a-5507-44b4-86c2-a394984869bb,,FENTANYL,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",true,218.68,false,sq cm,tempus vivamus in felis eu sapien cursus vestibulum,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,24,93.62,0378-9121,,,3/26/2016,,7/29/2015,,false
6529b279-2efb-41dd-b58f-cce87641b0ae,,OCTINOXATE,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",false,388.58,false,l,condimentum neque sapien placerat ante nulla justo,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,25,48.24,61722-083,,,8/3/2015,,8/31/2015,,true
5ca1e2d3-d9d6-466e-a862-9191007bfe71,,Isopropyl Alcohol,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,124.37,false,l,at feugiat non pretium quis lectus,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,26,84.68,47682-931,,,8/29/2015,,12/7/2015,,true
2b692b5a-f96e-4426-bf8b-db0c1d3c537a,,Tamsulosin Hydrochloride,,true,273.63,true,lb,consectetuer adipiscing,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,27,53.3,58118-0516,,,3/24/2016,,7/19/2015,,false
1bc12d95-ed5c-4235-a42a-9e4cd6f7596a,,DIPYRIDAMOLE,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,true,705.06,false,sq cm,morbi quis,dolor quis odio consequat varius integer ac leo pellentesque ultrices,28,8.29,42291-527,,,11/3/2015,,1/30/2016,,false
7d0d69be-ec69-48a8-b521-6fd3a21a5bd9,,Hydrocortisone,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",false,460.42,true,pax,odio condimentum id,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,29,2.13,0374-5050,,,7/3/2015,,3/14/2016,,true
d0f7d76a-bf45-429c-99af-ae279b419fed,,Lisinopril and Hydrochlorothiazide,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",false,34.55,false,kg,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,30,37.46,60505-0207,,,7/22/2015,,4/18/2016,,false
2053fbe6-38dc-4bf1-b506-85dfaf900cb0,,Treatment Set TS331259,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.",true,175.13,false,in,luctus rutrum,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,31,90.15,49288-0750,,,9/19/2015,,4/28/2016,,true
8036ee03-0d74-462f-bd18-ea719b880ff1,,ETHYL ALCOHOL,,false,278.39,false,m,donec diam neque vestibulum eget vulputate ut,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,32,70.43,55316-267,,,1/6/2016,,12/11/2015,,true
447116f5-0963-407f-ad2c-dbebf47e15be,,Ibuprofen,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",true,191.77,true,ml,cursus urna ut tellus nulla ut erat id,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,33,2.63,21695-420,,,8/13/2015,,11/17/2015,,true
9e291c3c-0072-4a17-99ad-026becfd8cfc,,Pyrithione Zinc,Quisque porta volutpat erat.,false,145.28,false,lb,nulla suspendisse potenti cras in,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,34,17.66,37000-380,,,9/22/2015,,5/30/2016,,true
566737e7-ee48-4ae2-a7ee-3107de2dbeab,,Fluoride,,true,427.33,false,pax,odio donec vitae nisi nam ultrices libero non,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,35,25.19,62721-0214,,,2/8/2016,,10/23/2015,,true
aae81ad7-1d97-448b-a503-f3eaf3e276bc,,"Octinoxate, Octisalate, Oxybenzone, Titanium Dioxide","Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",true,204.81,false,ml,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,36,98.21,75857-2303,,,7/13/2015,,6/8/2016,,true
98992012-25cf-4a45-a63e-2916867a75fe,,Ropinirole Hydrochloride,"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",false,87.44,false,sq cm,donec semper sapien a,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,37,87.54,0591-3613,,,3/13/2016,,12/11/2015,,false
77fe96e0-7a6b-47a3-8f8f-7d7927c9d1be,,Doxylamine succinate,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",true,870.96,true,each,sed magna at nunc commodo placerat praesent blandit,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,38,3.27,59779-441,,,10/16/2015,,10/17/2015,,true
2101c63e-8339-40bc-942f-c3169a1d4bd9,,"Melaleuca, Melaleuca quinquenervia","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",false,84.74,false,ml,condimentum,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,39,77.96,65044-1874,,,5/5/2016,,9/26/2015,,false
328581bb-cddb-471d-b2b5-ceb93011df1d,,Aluminum Zirconium Pentachlorohydrex Gly,,true,609.36,false,each,eros vestibulum ac,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,40,19.04,54340-482,,,7/13/2015,,1/22/2016,,true
9a4e56a2-940f-46ec-bd6f-9799be48c76d,,Menthol,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",false,965.23,true,sq cm,diam in magna bibendum imperdiet nullam orci pede venenatis non,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,41,23.55,54473-131,,,7/24/2015,,5/30/2016,,false
0bea996a-850f-451e-96c4-46dcbcbbaa14,,ethinyl estradiol and levonorgestrel,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",true,411.52,false,cc,amet diam in,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,42,12.24,0378-6550,,,1/18/2016,,11/22/2015,,false
b4390896-f57b-43b1-8412-5a07026d0b8c,,Titanium Dioxide,,false,453.82,true,lb,amet eros suspendisse accumsan tortor,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,43,77.41,66184-460,,,12/20/2015,,8/27/2015,,false
a197972d-a9da-4524-8a29-83d7c3798287,,Octinoxate and Oxybenzone,,false,373.24,true,kg,lacus curabitur at ipsum ac,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,44,2.33,14783-308,,,10/1/2015,,2/11/2016,,true
61f76ae2-dc4a-48fe-aa43-018dd3422527,,Cyclobenzaprine Hydrochloride,,false,827.35,true,l,elit ac nulla sed,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,45,53.74,43063-460,,,5/23/2016,,6/19/2016,,false
069451bc-2959-493d-be6e-2721f80c6522,,STRONTIUM BROMIDE,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",false,991.87,true,l,sed magna at nunc commodo,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,46,84.6,64117-186,,,2/1/2016,,12/11/2015,,false
6a7da2f9-e39d-4b40-8ee4-f8873e715507,,verapamil hydrochloride,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,true,352.52,true,m,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,47,21.75,0025-1851,,,10/25/2015,,9/16/2015,,true
db53fee4-b679-4e95-b93d-60cefd517c17,,Guaifenesin and Dextromethorphan Hydrobromide,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true,761.73,true,each,viverra eget congue eget semper rutrum nulla,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,48,98.5,54838-140,,,3/19/2016,,9/9/2015,,true
4e781973-7f7c-48bb-8c4d-0c3cf828b31a,,Levetiracetam,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",true,536.55,true,lb,aliquam non,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,49,26.79,16714-356,,,6/12/2016,,2/13/2016,,true
